CodeElement, SuspiciousScore
org.apache.commons.lang3.StringUtils:containsAny:1441, 0.5773502691896258
org.apache.commons.lang3.StringUtils:containsAny:1448, 0.5773502691896258
org.apache.commons.lang3.StringUtils:containsAny:1447, 0.5773502691896258
org.apache.commons.lang3.StringUtils:containsAny:1446, 0.5773502691896258
org.apache.commons.lang3.StringUtils:containsAny:1452, 0.5773502691896258
org.apache.commons.lang3.StringUtils:containsAny:1449, 0.5773502691896258
org.apache.commons.lang3.StringUtils:containsAny:1445, 0.5773502691896258
org.apache.commons.lang3.StringUtils:containsAny:1444, 0.5773502691896258
org.apache.commons.lang3.StringUtils:containsAny:1490, 0.5
org.apache.commons.lang3.StringUtils:containsAny:1487, 0.5
org.apache.commons.lang3.ArrayUtils:isEmpty:3279, 0.3651483716701107
org.apache.commons.lang3.ArrayUtils:isEmpty:3282, 0.3651483716701107
org.apache.commons.lang3.StringUtils:isEmpty:194, 0.1466471150213533
org.apache.commons.lang3.ArrayUtils:copyArrayGrow1:3999, 0.0
org.apache.commons.lang3.ArrayUtils:copyArrayGrow1:3996, 0.0
org.apache.commons.lang3.ArrayUtils:copyArrayGrow1:3997, 0.0
org.apache.commons.lang3.ArrayUtils:copyArrayGrow1:3994, 0.0
org.apache.commons.lang3.ArrayUtils:copyArrayGrow1:3995, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:68, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:100, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:64, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:96, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:76, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:128, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:108, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:72, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:104, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:84, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:116, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:80, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:112, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:92, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:124, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:56, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:88, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:120, 0.0
org.apache.commons.lang3.ArrayUtils:<clinit>:60, 0.0
org.apache.commons.lang3.ArrayUtils:add:3789, 0.0
org.apache.commons.lang3.ArrayUtils:add:3791, 0.0
org.apache.commons.lang3.ArrayUtils:add:3790, 0.0
org.apache.commons.lang3.ArrayUtils:copyArrayGrow1:3993, 0.0
org.apache.commons.lang3.ArrayUtils:add:3818, 0.0
org.apache.commons.lang3.ArrayUtils:add:3817, 0.0
org.apache.commons.lang3.ArrayUtils:add:3816, 0.0
org.apache.commons.lang3.ArrayUtils:add:3844, 0.0
org.apache.commons.lang3.ArrayUtils:add:3845, 0.0
org.apache.commons.lang3.ArrayUtils:add:3843, 0.0
org.apache.commons.lang3.ArrayUtils:add:3871, 0.0
org.apache.commons.lang3.ArrayUtils:add:3870, 0.0
org.apache.commons.lang3.ArrayUtils:add:3872, 0.0
org.apache.commons.lang3.ArrayUtils:add:3897, 0.0
org.apache.commons.lang3.ArrayUtils:add:3899, 0.0
org.apache.commons.lang3.ArrayUtils:add:3898, 0.0
org.apache.commons.lang3.ArrayUtils:add:3926, 0.0
org.apache.commons.lang3.ArrayUtils:add:3925, 0.0
org.apache.commons.lang3.ArrayUtils:add:3924, 0.0
org.apache.commons.lang3.ArrayUtils:add:3953, 0.0
org.apache.commons.lang3.ArrayUtils:add:3952, 0.0
org.apache.commons.lang3.ArrayUtils:add:3951, 0.0
org.apache.commons.lang3.ArrayUtils:add:3764, 0.0
org.apache.commons.lang3.ArrayUtils:add:3762, 0.0
org.apache.commons.lang3.ArrayUtils:add:3763, 0.0
org.apache.commons.lang3.ArrayUtils:add:3756, 0.0
org.apache.commons.lang3.ArrayUtils:add:3757, 0.0
org.apache.commons.lang3.ArrayUtils:add:3754, 0.0
org.apache.commons.lang3.ArrayUtils:add:3755, 0.0
org.apache.commons.lang3.ArrayUtils:add:3980, 0.0
org.apache.commons.lang3.ArrayUtils:add:3979, 0.0
org.apache.commons.lang3.ArrayUtils:add:3978, 0.0
org.apache.commons.lang3.ArrayUtils:clone:427, 0.0
org.apache.commons.lang3.ArrayUtils:clone:379, 0.0
org.apache.commons.lang3.ArrayUtils:clone:344, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3568, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3719, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3718, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3721, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3720, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3626, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3542, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3686, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3631, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3634, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3633, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3632, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3599, 0.0
org.apache.commons.lang3.ArrayUtils:clone:411, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3656, 0.0
org.apache.commons.lang3.ArrayUtils:clone:395, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3465, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3488, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3475, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3472, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3473, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3470, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3510, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3687, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3489, 0.0
org.apache.commons.lang3.ArrayUtils:clone:315, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3716, 0.0
org.apache.commons.lang3.ArrayUtils:clone:440, 0.0
org.apache.commons.lang3.ArrayUtils:clone:331, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3685, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3657, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3629, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3598, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3546, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3547, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3544, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3545, 0.0
org.apache.commons.lang3.ArrayUtils:clone:360, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3539, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3468, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3690, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3691, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3689, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3692, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3713, 0.0
org.apache.commons.lang3.ArrayUtils:clone:313, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3513, 0.0
org.apache.commons.lang3.ArrayUtils:clone:424, 0.0
org.apache.commons.lang3.ArrayUtils:clone:376, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3597, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3628, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3658, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3684, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3571, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3570, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3605, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3604, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3603, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3602, 0.0
org.apache.commons.lang3.ArrayUtils:clone:408, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3540, 0.0
org.apache.commons.lang3.ArrayUtils:clone:392, 0.0
org.apache.commons.lang3.ArrayUtils:clone:312, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3714, 0.0
org.apache.commons.lang3.ArrayUtils:clone:347, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3467, 0.0
org.apache.commons.lang3.ArrayUtils:clone:443, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3569, 0.0
org.apache.commons.lang3.ArrayUtils:clone:328, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3512, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3515, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3516, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3517, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3518, 0.0
org.apache.commons.lang3.ArrayUtils:clone:363, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3573, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3574, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3575, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3576, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3627, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3660, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3661, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3662, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3663, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3541, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3600, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3655, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3466, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3715, 0.0
org.apache.commons.lang3.ArrayUtils:addAll:3511, 0.0
org.apache.commons.lang3.ArrayUtils:add:4311, 0.0
org.apache.commons.lang3.ArrayUtils:add:4310, 0.0
org.apache.commons.lang3.ArrayUtils:add:4312, 0.0
org.apache.commons.lang3.ArrayUtils:add:4198, 0.0
org.apache.commons.lang3.ArrayUtils:add:4073, 0.0
org.apache.commons.lang3.ArrayUtils:add:4319, 0.0
org.apache.commons.lang3.ArrayUtils:add:4318, 0.0
org.apache.commons.lang3.ArrayUtils:add:4320, 0.0
org.apache.commons.lang3.ArrayUtils:add:4321, 0.0
org.apache.commons.lang3.ArrayUtils:add:4260, 0.0
org.apache.commons.lang3.ArrayUtils:add:4034, 0.0
org.apache.commons.lang3.ArrayUtils:add:4036, 0.0
org.apache.commons.lang3.ArrayUtils:add:4315, 0.0
org.apache.commons.lang3.ArrayUtils:add:4314, 0.0
org.apache.commons.lang3.ArrayUtils:add:4167, 0.0
org.apache.commons.lang3.ArrayUtils:add:4322, 0.0
org.apache.commons.lang3.ArrayUtils:add:4105, 0.0
org.apache.commons.lang3.ArrayUtils:add:4229, 0.0
org.apache.commons.lang3.ArrayUtils:add:4035, 0.0
org.apache.commons.lang3.ArrayUtils:add:4136, 0.0
org.apache.commons.lang3.ArrayUtils:add:4306, 0.0
org.apache.commons.lang3.ArrayUtils:add:4324, 0.0
org.apache.commons.lang3.ArrayUtils:add:4308, 0.0
org.apache.commons.lang3.ArrayUtils:add:4316, 0.0
