CodeElement, SuspiciousScore
org.joda.time.LocalDate:toString:1735, 6.997905759162304
org.joda.time.format.DateTimeParserBucket$SavedField:compareTo:488, 6.997905759162304
org.joda.time.chrono.GJChronology:getDateTimeMillis:331, 6.99738219895288
org.joda.time.chrono.GJChronology:getDateTimeMillis:338, 6.99738219895288
org.joda.time.chrono.GJChronology:getDateTimeMillis:336, 6.99738219895288
org.joda.time.chrono.GJChronology:getDateTimeMillis:347, 6.99738219895288
org.joda.time.LocalDate:get:496, 6.995811518324607
org.joda.time.chrono.BasicChronology:getWeekOfWeekyear:518, 6.995811518324607
org.joda.time.LocalDate:get:490, 6.9955497382198955
org.joda.time.LocalDate:get:493, 6.9955497382198955
org.joda.time.format.DateTimeFormatter:parseLocalDate:759, 6.995287958115183
org.joda.time.LocalDateTime:toLocalDate:698, 6.995026178010471
org.joda.time.LocalDate:isSupported:515, 6.994764397905759
org.joda.time.chrono.GJChronology:equals:404, 6.994502617801047
org.joda.time.chrono.GJChronology:getInstanceUTC:123, 6.994240837696335
org.joda.time.LocalDate:isSupported:511, 6.994240837696335
org.joda.time.LocalDate:isSupported:512, 6.994240837696335
org.joda.time.LocalDate:isSupported:508, 6.994240837696335
org.joda.time.format.ISODateTimeFormat:date:854, 6.994240837696335
org.joda.time.field.BaseDurationField:compareTo:150, 6.9934554973821985
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:802, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:803, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:804, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:805, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:806, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:808, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:801, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:799, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:798, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:797, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:800, 6.992670157068063
org.joda.time.format.DateTimeFormatter:parseLocalDateTime:795, 6.992670157068063
org.joda.time.format.ISODateTimeFormat:yearMonthDay:1326, 6.992146596858639
org.joda.time.format.ISODateTimeFormat:yearMonthDay:1333, 6.992146596858639
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:getMaximumValueForSet:111, 6.992146596858639
org.joda.time.chrono.GJChronology$CutoverField:getRangeDurationField:755, 6.9918848167539265
org.joda.time.DateTimeZone:fixedOffsetZone:350, 6.991623036649215
org.joda.time.chrono.GJChronology$CutoverField:getDurationField:751, 6.9913612565445025
org.joda.time.chrono.GJChronology$CutoverField:roundFloor:853, 6.9913612565445025
org.joda.time.chrono.GJChronology$CutoverField:roundFloor:852, 6.9913612565445025
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:getMinimumValue:79, 6.9908376963350785
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:roundFloor:65, 6.9908376963350785
org.joda.time.chrono.GJChronology:withZone:321, 6.990575916230367
org.joda.time.format.DateTimeParserBucket:getOffset:173, 6.990575916230367
org.joda.time.format.DateTimeParserBucket:getZone:152, 6.990314136125654
org.joda.time.chrono.BasicChronology:getWeeksInYear:327, 6.990314136125654
org.joda.time.chrono.BasicChronology:getWeeksInYear:328, 6.990314136125654
org.joda.time.chrono.BasicChronology:getWeeksInYear:329, 6.990314136125654
org.joda.time.chrono.GJChronology:withUTC:307, 6.989528795811518
org.joda.time.chrono.GJChronology:withZone:320, 6.989267015706806
org.joda.time.chrono.GJChronology:withZone:317, 6.989267015706806
org.joda.time.LocalDate:equals:576, 6.988219895287958
org.joda.time.chrono.GJChronology$CutoverField:get:632, 6.988219895287958
org.joda.time.DateTimeZone:forOffsetMillis:283, 6.987958115183246
org.joda.time.DateTimeZone:forOffsetMillis:282, 6.987958115183246
org.joda.time.LocalDate:equals:570, 6.987696335078534
org.joda.time.LocalDate:equals:573, 6.987696335078534
org.joda.time.LocalDate:equals:575, 6.987696335078534
org.joda.time.LocalDate:equals:574, 6.987696335078534
org.joda.time.format.ISODateTimeFormat:dateTimeNoMillis:953, 6.986387434554974
org.joda.time.format.ISODateTimeFormat:dateTimeNoMillis:959, 6.986387434554974
org.joda.time.format.DateTimeFormatterBuilder:appendDayOfWeekShortText:938, 6.9861256544502615
org.joda.time.DateTimeZone:fixedOffsetZone:349, 6.98586387434555
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:getField:504, 6.98586387434555
org.joda.time.DateTimeZone:printOffset:632, 6.9856020942408374
org.joda.time.DateTimeZone:printOffset:631, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:630, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:647, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:645, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:644, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:646, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:639, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:640, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:638, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:643, 6.985078534031413
org.joda.time.DateTimeZone:printOffset:642, 6.985078534031413
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:estimatePrintedLength:2072, 6.984816753926702
org.joda.time.chrono.GJChronology$CutoverField:roundFloor:862, 6.984554973821989
org.joda.time.chrono.GJChronology$CutoverField:roundFloor:851, 6.984554973821989
org.joda.time.chrono.GJChronology:getInstance:194, 6.984031413612565
org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField:get:54, 6.984031413612565
org.joda.time.Instant:toInstant:131, 6.983769633507853
org.joda.time.format.DateTimeFormatterBuilder:appendShortText:511, 6.983769633507853
org.joda.time.format.DateTimeFormatterBuilder:appendShortText:514, 6.983769633507853
org.joda.time.chrono.GJChronology:getInstance:191, 6.983507853403141
org.joda.time.chrono.GJChronology:getInstance:189, 6.983507853403141
org.joda.time.chrono.GJChronology:getGregorianCutover:384, 6.983507853403141
org.joda.time.chrono.GJChronology:getInstance:209, 6.983507853403141
org.joda.time.chrono.GJChronology:getMinimumDaysInFirstWeek:393, 6.983507853403141
org.joda.time.chrono.GJChronology:getInstance:205, 6.983507853403141
org.joda.time.chrono.GJChronology:getInstance:206, 6.983507853403141
org.joda.time.chrono.GJChronology:getInstance:204, 6.983507853403141
org.joda.time.chrono.GJChronology:getInstance:199, 6.983507853403141
org.joda.time.chrono.GJChronology:getInstance:200, 6.983507853403141
org.joda.time.base.AbstractInstant:equals:260, 6.983246073298429
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:estimateParsedLength:2207, 6.983246073298429
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:estimatePrintedLength:2074, 6.982722513089005
