CodeElement, SuspiciousScore
org.apache.commons.lang3.math.NumberUtils:createNumber:468, 0.9986905281536447
org.apache.commons.lang3.math.NumberUtils:createNumber:467, 0.9986905281536447
org.apache.commons.lang3.math.NumberUtils:createNumber:471, 0.9986905281536447
org.apache.commons.lang3.math.NumberUtils:createNumber:474, 0.9986905281536447
org.apache.commons.lang3.math.NumberUtils:createNumber:463, 0.9986905281536447
org.apache.commons.lang3.math.NumberUtils:createNumber:462, 0.9986905281536447
org.apache.commons.lang3.math.NumberUtils:createInteger:680, 0.998254037538193
org.apache.commons.lang3.math.NumberUtils:createInteger:684, 0.998254037538193
org.apache.commons.lang3.math.NumberUtils:createNumber:460, 0.9960715844609341
org.apache.commons.lang3.math.NumberUtils:createNumber:459, 0.9960715844609341
org.apache.commons.lang3.math.NumberUtils:createNumber:458, 0.9960715844609341
org.apache.commons.lang3.math.NumberUtils:createNumber:454, 0.9960715844609341
org.apache.commons.lang3.math.NumberUtils:createNumber:466, 0.9960715844609341
org.apache.commons.lang3.math.NumberUtils:createNumber:451, 0.9960715844609341
org.apache.commons.lang3.math.NumberUtils:createNumber:461, 0.9960715844609341
org.apache.commons.lang3.StringUtils:isBlank:262, 0.9895242252291576
org.apache.commons.lang3.StringUtils:isBlank:261, 0.9877782627673505
org.apache.commons.lang3.StringUtils:isBlank:260, 0.9877782627673505
org.apache.commons.lang3.StringUtils:isBlank:257, 0.986905281536447
org.apache.commons.lang3.SystemUtils:getJavaVersionMatches:1282, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$NoFieldNameToStringStyle:<init>:2162, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$NoFieldNameToStringStyle:<init>:2161, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$NoFieldNameToStringStyle:<init>:2160, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$DefaultToStringStyle:<init>:2127, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$DefaultToStringStyle:<init>:2128, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:setArrayContentDetail:1718, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:setArrayContentDetail:1717, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:<clinit>:983, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:getOSMatches:1293, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:<clinit>:1091, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:<clinit>:136, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:<clinit>:128, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:<clinit>:118, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:<clinit>:95, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:<clinit>:106, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:<clinit>:81, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:getSystemProperty:1321, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$ShortPrefixToStringStyle:<init>:2194, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$ShortPrefixToStringStyle:<init>:2195, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$ShortPrefixToStringStyle:<init>:2196, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$ShortPrefixToStringStyle:<init>:2197, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:51, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:64, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:65, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:66, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:59, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:58, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:57, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:56, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:63, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:62, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:61, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils$1:<init>:60, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:setDefaultFullDetail:1698, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:setDefaultFullDetail:1697, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:setUseClassName:1613, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle:setUseClassName:1614, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:<clinit>:758, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:32, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:67, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:37, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:52, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:42, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:27, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:57, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:72, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:47, -0.00043649061545176777
org.apache.commons.lang3.JavaVersion:<clinit>:62, -0.00043649061545176777
org.apache.commons.lang3.AnnotationUtils:<clinit>:51, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$SimpleToStringStyle:<init>:2232, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$SimpleToStringStyle:<init>:2226, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$SimpleToStringStyle:<init>:2227, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$SimpleToStringStyle:<init>:2230, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$SimpleToStringStyle:<init>:2231, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$SimpleToStringStyle:<init>:2228, -0.00043649061545176777
org.apache.commons.lang3.builder.ToStringStyle$SimpleToStringStyle:<init>:2229, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:<clinit>:410, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:<clinit>:684, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:<clinit>:612, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:<clinit>:336, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:<clinit>:558, -0.00043649061545176777
org.apache.commons.lang3.SystemUtils:<clinit>:738, -0.00043649061545176777
