CodeElement, SuspiciousScore
org.apache.commons.lang3.RandomStringUtils#random(int,char[]):318, 3.3330699999999998
org.apache.commons.lang3.RandomStringUtils#random(int,char[]):321, 3.3330699999999998
org.apache.commons.lang3.RandomStringUtils#random(int,char[]):319, 3.32807
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):248, 2.7994449658092773
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):225, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):227, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):228, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):231, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):232, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):233, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):240, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):241, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):243, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):245, 2.7983510678118653
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):226, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):235, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):236, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):246, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):250, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):253, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):254, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):255, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):258, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):259, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):260, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):262, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):263, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):264, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):267, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):268, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):269, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):271, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):273, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):275, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):278, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):280, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean,char[],java.util.Random):281, 2.79128
org.apache.commons.lang3.RandomStringUtils#random(int):69, 2.4012424829046384
org.apache.commons.lang3.RandomStringUtils#random(int,boolean,boolean):143, 1.6697624829046387
org.apache.commons.lang3.RandomStringUtils#random(int,int,int,boolean,boolean):163, 1.5091724829046387
