CodeElement, SuspiciousScore
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):372, 3.07008
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):381, 3.0698160679775
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):368, 3.069054419561549
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):371, 3.069054419561549
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):374, 3.069054419561549
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):378, 3.069054419561549
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):379, 3.069054419561549
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):408, 3.069054419561549
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):369, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):375, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):376, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):382, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):384, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):388, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):389, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):390, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):391, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):392, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):393, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):394, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):395, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):396, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):397, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):398, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):399, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):400, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):401, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):402, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):403, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#append(java.lang.Object,java.lang.Object):406, 3.06758
org.apache.commons.lang.builder.EqualsBuilder#isEquals():831, 1.170560001270002
