CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.joda.time.base.AbstractPartial:getField:105, 571, 2, 3952, 2
org.joda.time.DateTimeZone:setDefault:182, 2963, 0, 3952, 2
org.joda.time.DateTimeZone:setDefault:183, 2963, 0, 3952, 2
org.joda.time.DateTimeZone:setDefault:181, 2963, 0, 3952, 2
org.joda.time.DateTimeZone:getDefault:161, 3254, 2, 3952, 2
org.joda.time.chrono.AssembledChronology:year:268, 1567, 0, 3952, 2
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:546, 2795, 0, 3952, 2
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:547, 2795, 0, 3952, 2
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:545, 2795, 0, 3952, 2
org.joda.time.chrono.BuddhistChronology:getInstanceUTC:84, 11, 0, 3952, 2
org.joda.time.DateTimeUtils:setCurrentMillisSystem:100, 2798, 0, 3952, 2
org.joda.time.DateTimeUtils:setCurrentMillisSystem:98, 2798, 0, 3952, 2
org.joda.time.DateTimeUtils:setCurrentMillisSystem:99, 2798, 0, 3952, 2
org.joda.time.DateTimeUtils:setCurrentMillisFixed:114, 2795, 0, 3952, 2
org.joda.time.DateTimeUtils:setCurrentMillisFixed:113, 2795, 0, 3952, 2
org.joda.time.DateTimeUtils:setCurrentMillisFixed:112, 2795, 0, 3952, 2
org.joda.time.DateTimeZone:getDefault:133, 3254, 2, 3952, 2
org.joda.time.DateTimeZone:getDefault:134, 3254, 2, 3952, 2
org.joda.time.DateTimeZone:setDefault:175, 2963, 0, 3952, 2
org.joda.time.DateTimeZone:setDefault:174, 2963, 0, 3952, 2
org.joda.time.base.AbstractPartial:<init>:55, 1264, 2, 3952, 2
org.joda.time.base.AbstractPartial:<init>:54, 1264, 2, 3952, 2
org.joda.time.DateTimeZone:setDefault:184, 2963, 0, 3952, 2
org.joda.time.DateTimeZone:setDefault:178, 2963, 0, 3952, 2
org.joda.time.chrono.AssembledChronology:monthOfYear:260, 1638, 2, 3952, 2
org.joda.time.DateTimeUtils:checkPermission:160, 2798, 0, 3952, 2
org.joda.time.DateTimeUtils:checkPermission:159, 2798, 0, 3952, 2
org.joda.time.DateTimeUtils:checkPermission:163, 2798, 0, 3952, 2
org.joda.time.DateTimeFieldType:year:327, 1500, 2, 3952, 2
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:equals:464, 87, 0, 3952, 2
org.joda.time.base.AbstractPartial:getFieldType:79, 132, 0, 3952, 2
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:equals:463, 92, 0, 3952, 2
org.joda.time.DateTimeFieldType:monthOfYear:318, 1493, 2, 3952, 2
org.joda.time.field.BaseDateTimeField:getType:58, 458, 2, 3952, 2
org.joda.time.base.AbstractPartial:getFieldTypes:92, 4, 0, 3952, 2
org.joda.time.base.AbstractPartial:getFieldTypes:91, 4, 0, 3952, 2
org.joda.time.base.AbstractPartial:getFieldTypes:90, 4, 0, 3952, 2
org.joda.time.base.AbstractPartial:getFieldTypes:94, 4, 0, 3952, 2
org.joda.time.field.FieldUtils:equals:324, 37, 0, 3952, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:328, 14, 0, 3952, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:329, 14, 0, 3952, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:323, 1, 0, 3952, 2
org.joda.time.chrono.AssembledChronology:hourOfDay:196, 1256, 0, 3952, 2
org.joda.time.chrono.BuddhistChronology:equals:174, 72, 0, 3952, 2
org.joda.time.field.FieldUtils:equals:322, 461, 0, 3952, 2
org.joda.time.field.FieldUtils:equals:327, 37, 0, 3952, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:325, 14, 0, 3952, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:326, 4, 0, 3952, 2
org.joda.time.field.FieldUtils:equals:321, 470, 0, 3952, 2
org.joda.time.field.AbstractPartialFieldProperty:<init>:43, 122, 0, 3952, 2
org.joda.time.field.AbstractPartialFieldProperty:<init>:44, 122, 0, 3952, 2
org.joda.time.chrono.ISOChronology:getInstanceUTC:77, 1105, 0, 3952, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:322, 14, 0, 3952, 2
org.joda.time.field.AbstractPartialFieldProperty:getFieldType:60, 30, 0, 3952, 2
org.joda.time.base.AbstractPartial:getValues:136, 7, 0, 3952, 2
org.joda.time.base.AbstractPartial:getValues:133, 7, 0, 3952, 2
org.joda.time.base.AbstractPartial:getValues:134, 7, 0, 3952, 2
org.joda.time.base.AbstractPartial:getValues:132, 7, 0, 3952, 2
org.joda.time.chrono.BaseChronology:validate:184, 515, 2, 3952, 2
org.joda.time.chrono.BaseChronology:validate:183, 515, 2, 3952, 2
org.joda.time.chrono.ISOChronology:getInstance:96, 2219, 2, 3952, 2
org.joda.time.chrono.ISOChronology:getInstance:102, 2186, 2, 3952, 2
org.joda.time.IllegalFieldValueException:createMessage:63, 125, 2, 3952, 2
org.joda.time.IllegalFieldValueException:createMessage:53, 93, 2, 3952, 2
org.joda.time.field.FieldUtils:verifyValueBounds:218, 73, 2, 3952, 2
org.joda.time.field.BaseDateTimeField:getMinimumValue:758, 537, 2, 3952, 2
org.joda.time.chrono.ISOChronology:getInstance:110, 94, 0, 3952, 2
org.joda.time.field.BaseDateTimeField:set:590, 126, 0, 3952, 2
org.joda.time.field.BaseDateTimeField:set:591, 126, 0, 3952, 2
org.joda.time.chrono.BaseChronology:validate:213, 511, 2, 3952, 2
org.joda.time.chrono.BasicMonthOfYearDateTimeField:getMaximumValue:344, 293, 2, 3952, 2
org.joda.time.base.BasePartial:getChronology:249, 505, 2, 3952, 2
org.joda.time.chrono.BaseChronology:validate:201, 512, 2, 3952, 2
org.joda.time.chrono.BaseChronology:validate:200, 512, 2, 3952, 2
org.joda.time.chrono.BaseChronology:validate:202, 512, 2, 3952, 2
org.joda.time.field.BaseDateTimeField:set:589, 154, 0, 3952, 2
org.joda.time.base.BasePartial:setValues:282, 1, 0, 3952, 2
org.joda.time.base.BasePartial:setValues:281, 1, 0, 3952, 2
