CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.joda.time.base.AbstractPartial:getField:105, 555, 0, 3827, 1
org.joda.time.DateTimeZone:setDefault:182, 2884, 1, 3827, 1
org.joda.time.DateTimeZone:setDefault:183, 2884, 1, 3827, 1
org.joda.time.DateTimeZone:setDefault:181, 2884, 1, 3827, 1
org.joda.time.DateTimeZone:getDefault:161, 3157, 1, 3827, 1
org.joda.time.chrono.AssembledChronology:year:268, 1518, 0, 3827, 1
org.joda.time.chrono.BuddhistChronology:getInstanceUTC:84, 11, 0, 3827, 1
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:416, 2728, 0, 3827, 1
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:414, 2728, 0, 3827, 1
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:415, 2728, 0, 3827, 1
org.joda.time.DateTimeUtils:setCurrentMillisSystem:68, 2731, 0, 3827, 1
org.joda.time.DateTimeUtils:setCurrentMillisSystem:69, 2731, 0, 3827, 1
org.joda.time.DateTimeUtils:setCurrentMillisSystem:70, 2731, 0, 3827, 1
org.joda.time.DateTimeUtils:setCurrentMillisFixed:84, 2728, 0, 3827, 1
org.joda.time.DateTimeUtils:setCurrentMillisFixed:83, 2728, 0, 3827, 1
org.joda.time.DateTimeUtils:setCurrentMillisFixed:82, 2728, 0, 3827, 1
org.joda.time.DateTimeZone:getDefault:133, 3157, 1, 3827, 1
org.joda.time.DateTimeZone:getDefault:134, 3157, 1, 3827, 1
org.joda.time.DateTimeZone:setDefault:175, 2884, 1, 3827, 1
org.joda.time.DateTimeZone:setDefault:174, 2884, 1, 3827, 1
org.joda.time.base.AbstractPartial:<init>:55, 1234, 0, 3827, 1
org.joda.time.base.AbstractPartial:<init>:54, 1234, 0, 3827, 1
org.joda.time.DateTimeZone:setDefault:184, 2884, 1, 3827, 1
org.joda.time.DateTimeZone:setDefault:178, 2884, 1, 3827, 1
org.joda.time.chrono.AssembledChronology:monthOfYear:260, 1579, 0, 3827, 1
org.joda.time.DateTimeUtils:checkPermission:129, 2731, 0, 3827, 1
org.joda.time.DateTimeUtils:checkPermission:130, 2731, 0, 3827, 1
org.joda.time.DateTimeUtils:checkPermission:133, 2731, 0, 3827, 1
