CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.joda.time.base.AbstractPartial:getField:105, 573, 0, 3978, 2
org.joda.time.DateTimeZone:setDefault:184, 2987, 2, 3978, 2
org.joda.time.DateTimeZone:setDefault:182, 2987, 2, 3978, 2
org.joda.time.DateTimeZone:setDefault:183, 2987, 2, 3978, 2
org.joda.time.DateTimeZone:getDefault:162, 3280, 2, 3978, 2
org.joda.time.chrono.AssembledChronology:year:268, 1583, 2, 3978, 2
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:546, 2819, 2, 3978, 2
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:547, 2819, 2, 3978, 2
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:545, 2819, 2, 3978, 2
org.joda.time.chrono.BuddhistChronology:getInstanceUTC:84, 11, 0, 3978, 2
org.joda.time.DateTimeUtils:setCurrentMillisSystem:100, 2822, 2, 3978, 2
org.joda.time.DateTimeUtils:setCurrentMillisSystem:98, 2822, 2, 3978, 2
org.joda.time.DateTimeUtils:setCurrentMillisSystem:99, 2822, 2, 3978, 2
org.joda.time.DateTimeUtils:setCurrentMillisFixed:114, 2819, 2, 3978, 2
org.joda.time.DateTimeUtils:setCurrentMillisFixed:113, 2819, 2, 3978, 2
org.joda.time.DateTimeUtils:setCurrentMillisFixed:112, 2819, 2, 3978, 2
org.joda.time.DateTimeZone:getDefault:135, 3280, 2, 3978, 2
org.joda.time.DateTimeZone:getDefault:134, 3280, 2, 3978, 2
org.joda.time.DateTimeZone:setDefault:176, 2987, 2, 3978, 2
org.joda.time.DateTimeZone:setDefault:175, 2987, 2, 3978, 2
org.joda.time.base.AbstractPartial:<init>:55, 1274, 0, 3978, 2
org.joda.time.base.AbstractPartial:<init>:54, 1274, 0, 3978, 2
org.joda.time.DateTimeZone:setDefault:185, 2987, 2, 3978, 2
org.joda.time.DateTimeZone:setDefault:179, 2987, 2, 3978, 2
org.joda.time.chrono.AssembledChronology:monthOfYear:260, 1656, 2, 3978, 2
org.joda.time.DateTimeUtils:checkPermission:160, 2822, 2, 3978, 2
org.joda.time.DateTimeUtils:checkPermission:159, 2822, 2, 3978, 2
org.joda.time.DateTimeUtils:checkPermission:163, 2822, 2, 3978, 2
org.joda.time.DateTimeFieldType:year:327, 1526, 2, 3978, 2
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:equals:464, 87, 0, 3978, 2
org.joda.time.base.AbstractPartial:getFieldType:79, 132, 0, 3978, 2
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:equals:463, 92, 0, 3978, 2
org.joda.time.DateTimeFieldType:monthOfYear:318, 1519, 2, 3978, 2
org.joda.time.field.BaseDateTimeField:getType:58, 458, 2, 3978, 2
org.joda.time.base.AbstractPartial:getFieldTypes:92, 4, 0, 3978, 2
org.joda.time.base.AbstractPartial:getFieldTypes:91, 4, 0, 3978, 2
org.joda.time.base.AbstractPartial:getFieldTypes:90, 4, 0, 3978, 2
org.joda.time.base.AbstractPartial:getFieldTypes:94, 4, 0, 3978, 2
org.joda.time.field.FieldUtils:equals:324, 37, 0, 3978, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:328, 14, 0, 3978, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:329, 14, 0, 3978, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:323, 1, 0, 3978, 2
org.joda.time.chrono.AssembledChronology:hourOfDay:196, 1256, 0, 3978, 2
org.joda.time.chrono.BuddhistChronology:equals:185, 1, 0, 3978, 2
org.joda.time.chrono.BuddhistChronology:equals:178, 72, 0, 3978, 2
org.joda.time.field.FieldUtils:equals:322, 469, 0, 3978, 2
org.joda.time.field.FieldUtils:equals:327, 37, 0, 3978, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:325, 14, 0, 3978, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:326, 4, 0, 3978, 2
org.joda.time.field.FieldUtils:equals:321, 478, 0, 3978, 2
org.joda.time.field.AbstractPartialFieldProperty:<init>:43, 122, 0, 3978, 2
org.joda.time.field.AbstractPartialFieldProperty:<init>:44, 122, 0, 3978, 2
org.joda.time.chrono.ISOChronology:getInstanceUTC:77, 1123, 0, 3978, 2
org.joda.time.chrono.BuddhistChronology:equals:181, 1, 0, 3978, 2
org.joda.time.field.AbstractPartialFieldProperty:equals:322, 14, 0, 3978, 2
org.joda.time.field.AbstractPartialFieldProperty:getFieldType:60, 30, 0, 3978, 2
org.joda.time.base.AbstractPartial:getValues:136, 7, 0, 3978, 2
org.joda.time.base.AbstractPartial:getValues:133, 7, 0, 3978, 2
org.joda.time.base.AbstractPartial:getValues:134, 7, 0, 3978, 2
org.joda.time.base.AbstractPartial:getValues:132, 7, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:184, 517, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:183, 517, 0, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:96, 2237, 2, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:102, 2198, 2, 3978, 2
org.joda.time.IllegalFieldValueException:createMessage:63, 125, 2, 3978, 2
org.joda.time.IllegalFieldValueException:createMessage:53, 93, 2, 3978, 2
org.joda.time.field.FieldUtils:verifyValueBounds:218, 73, 2, 3978, 2
org.joda.time.field.BaseDateTimeField:getMinimumValue:758, 539, 0, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:110, 128, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:213, 513, 0, 3978, 2
org.joda.time.field.BaseDateTimeField:set:590, 126, 0, 3978, 2
org.joda.time.field.BaseDateTimeField:set:591, 126, 0, 3978, 2
org.joda.time.chrono.BasicMonthOfYearDateTimeField:getMaximumValue:344, 295, 0, 3978, 2
org.joda.time.base.BasePartial:getChronology:249, 507, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:201, 514, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:200, 514, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:202, 514, 0, 3978, 2
org.joda.time.field.BaseDateTimeField:set:589, 154, 0, 3978, 2
org.joda.time.base.BasePartial:setValues:282, 1, 0, 3978, 2
org.joda.time.base.BasePartial:setValues:281, 1, 0, 3978, 2
org.joda.time.base.BasePartial:setValues:280, 1, 0, 3978, 2
org.joda.time.DateTimeZone:getID:734, 592, 0, 3978, 2
org.joda.time.chrono.AssembledChronology:getZone:108, 2492, 2, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:106, 128, 0, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:104, 128, 0, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:105, 128, 0, 3978, 2
org.joda.time.field.FieldUtils:verifyValueBounds:217, 1320, 2, 3978, 2
org.joda.time.chrono.BaseChronology:validate:192, 515, 0, 3978, 2
org.joda.time.field.BaseDateTimeField:getMaximumValue:804, 534, 0, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:117, 113, 2, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:116, 113, 2, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:115, 113, 2, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:114, 113, 2, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:113, 113, 2, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:112, 113, 2, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:110, 113, 2, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:111, 113, 2, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:108, 113, 2, 3978, 2
org.joda.time.IllegalFieldValueException:<init>:109, 113, 2, 3978, 2
org.joda.time.base.BasePartial:setValue:266, 1, 0, 3978, 2
org.joda.time.base.BasePartial:setValue:267, 1, 0, 3978, 2
org.joda.time.base.BasePartial:setValue:265, 1, 0, 3978, 2
org.joda.time.base.BasePartial:setValue:268, 1, 0, 3978, 2
org.joda.time.DateTimeFieldType:getName:378, 292, 2, 3978, 2
org.joda.time.chrono.BasicYearDateTimeField:getMaximumValue:119, 326, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:199, 514, 0, 3978, 2
org.joda.time.chrono.ZonedChronology:getZone:85, 2243, 2, 3978, 2
org.joda.time.chrono.AssembledChronology:getBase:308, 1632, 2, 3978, 2
org.joda.time.chrono.AssembledChronology:getZone:107, 2492, 2, 3978, 2
org.joda.time.chrono.AssembledChronology:getParam:315, 2244, 2, 3978, 2
org.joda.time.chrono.GregorianChronology:getMinYear:221, 1425, 2, 3978, 2
org.joda.time.chrono.BaseChronology:validate:186, 517, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:187, 517, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:185, 517, 0, 3978, 2
org.joda.time.chrono.BasicChronology:getZone:143, 711, 0, 3978, 2
org.joda.time.IllegalFieldValueException:createMessage:50, 109, 2, 3978, 2
org.joda.time.chrono.ISOChronology:withUTC:133, 1540, 2, 3978, 2
org.joda.time.field.BaseDateTimeField:set:598, 154, 0, 3978, 2
org.joda.time.field.BaseDateTimeField:getMinimumValue:772, 535, 0, 3978, 2
org.joda.time.IllegalFieldValueException:createMessage:41, 125, 2, 3978, 2
org.joda.time.IllegalFieldValueException:createMessage:44, 125, 2, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:100, 2237, 2, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:101, 2237, 2, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:99, 2237, 2, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:111, 128, 0, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:112, 128, 0, 3978, 2
org.joda.time.DateTimeUtils:getChronology:282, 2941, 2, 3978, 2
org.joda.time.field.BaseDateTimeField:set:585, 154, 0, 3978, 2
org.joda.time.field.BaseDateTimeField:set:586, 154, 0, 3978, 2
org.joda.time.chrono.BasicMonthOfYearDateTimeField:getMinimumValue:339, 293, 0, 3978, 2
org.joda.time.IllegalFieldValueException:createMessage:59, 125, 2, 3978, 2
org.joda.time.base.BasePartial:<init>:184, 371, 0, 3978, 2
org.joda.time.base.BasePartial:<init>:185, 371, 0, 3978, 2
org.joda.time.base.BasePartial:<init>:182, 371, 0, 3978, 2
org.joda.time.base.BasePartial:<init>:183, 371, 0, 3978, 2
org.joda.time.base.BasePartial:<init>:180, 371, 0, 3978, 2
org.joda.time.base.BasePartial:<init>:181, 371, 0, 3978, 2
org.joda.time.base.BasePartial:getValue:225, 430, 0, 3978, 2
org.joda.time.field.BaseDateTimeField:set:594, 126, 0, 3978, 2
org.joda.time.chrono.BasicYearDateTimeField:getMinimumValue:115, 177, 0, 3978, 2
org.joda.time.tz.FixedDateTimeZone:hashCode:102, 156, 0, 3978, 2
org.joda.time.chrono.BaseChronology:validate:207, 514, 0, 3978, 2
org.joda.time.field.BaseDateTimeField:getMaximumValue:818, 529, 0, 3978, 2
org.joda.time.DateTimeUtils:getChronology:283, 1143, 0, 3978, 2
org.joda.time.field.FieldUtils:verifyValueBounds:222, 1317, 2, 3978, 2
org.joda.time.chrono.BasicChronology:getZone:146, 660, 0, 3978, 2
org.joda.time.chrono.ISOChronology:getInstance:86, 1872, 0, 3978, 2
org.joda.time.chrono.GregorianChronology:getMaxYear:225, 1426, 2, 3978, 2
org.joda.time.base.BaseSingleFieldPeriod:between:101, 12, 0, 3978, 2
org.joda.time.field.FieldUtils:safeToInt:187, 312, 0, 3978, 2
org.joda.time.field.FieldUtils:safeAdd:70, 709, 0, 3978, 2
org.joda.time.chrono.BasicChronology:getDateTimeMillis:153, 277, 0, 3978, 2
org.joda.time.chrono.BasicChronology:getDaysInMonthMax:574, 195, 0, 3978, 2
org.joda.time.chrono.BasicDayOfMonthDateTimeField:getMaximumValue:92, 18, 0, 3978, 2
org.joda.time.chrono.BasicGJChronology:getMonthOfYear:93, 1359, 2, 3978, 2
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:getField:480, 1208, 2, 3978, 2
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:getField:482, 1208, 2, 3978, 2
org.joda.time.chrono.AssembledChronology:getDateTimeMillis:148, 133, 0, 3978, 2
org.joda.time.LocalDate:<init>:436, 87, 0, 3978, 2
org.joda.time.LocalDate:<init>:437, 87, 0, 3978, 2
org.joda.time.chrono.BasicGJChronology:getDaysInMonthMaxForSet:134, 856, 2, 3978, 2
org.joda.time.tz.DateTimeZoneBuilder$OfYear:next:567, 111, 0, 3978, 2
org.joda.time.tz.DateTimeZoneBuilder$OfYear:next:565, 111, 0, 3978, 2
org.joda.time.tz.DateTimeZoneBuilder$OfYear:next:564, 111, 0, 3978, 2
org.joda.time.tz.DateTimeZoneBuilder$OfYear:next:563, 111, 0, 3978, 2
org.joda.time.tz.DateTimeZoneBuilder$OfYear:next:561, 111, 0, 3978, 2
org.joda.time.tz.DateTimeZoneBuilder$OfYear:next:560, 111, 0, 3978, 2
org.joda.time.tz.DateTimeZoneBuilder$OfYear:next:558, 111, 0, 3978, 2
org.joda.time.base.BaseSingleFieldPeriod:between:96, 12, 0, 3978, 2
org.joda.time.field.BaseDateTimeField:add:253, 641, 0, 3978, 2
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:getField:492, 813, 2, 3978, 2
org.joda.time.chrono.BasicChronology:getDayOfMonth:459, 1279, 0, 3978, 2
org.joda.time.chrono.BasicChronology:getDayOfMonth:458, 1279, 0, 3978, 2
org.joda.time.chrono.BasicChronology:getDayOfMonth:457, 1279, 0, 3978, 2
org.joda.time.chrono.BasicChronology:getYearMillis:369, 1557, 2, 3978, 2
