CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.joda.time.base.AbstractPartial:getField:105, 574, 0, 4033, 5
org.joda.time.DateTimeZone:setDefault:184, 3028, 5, 4033, 5
org.joda.time.DateTimeZone:setDefault:182, 3028, 5, 4033, 5
org.joda.time.DateTimeZone:setDefault:183, 3028, 5, 4033, 5
org.joda.time.DateTimeZone:getDefault:162, 3321, 5, 4033, 5
org.joda.time.chrono.AssembledChronology:year:268, 1635, 5, 4033, 5
org.joda.time.chrono.BuddhistChronology:getInstanceUTC:86, 11, 0, 4033, 5
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:548, 2858, 5, 4033, 5
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:549, 2858, 5, 4033, 5
org.joda.time.DateTimeUtils$FixedMillisProvider:<init>:547, 2858, 5, 4033, 5
org.joda.time.DateTimeUtils:setCurrentMillisSystem:102, 2861, 5, 4033, 5
org.joda.time.DateTimeUtils:setCurrentMillisSystem:100, 2861, 5, 4033, 5
org.joda.time.DateTimeUtils:setCurrentMillisSystem:101, 2861, 5, 4033, 5
org.joda.time.DateTimeUtils:setCurrentMillisFixed:116, 2858, 5, 4033, 5
org.joda.time.DateTimeUtils:setCurrentMillisFixed:115, 2858, 5, 4033, 5
org.joda.time.DateTimeUtils:setCurrentMillisFixed:114, 2858, 5, 4033, 5
org.joda.time.DateTimeZone:getDefault:135, 3321, 5, 4033, 5
org.joda.time.DateTimeZone:getDefault:134, 3321, 5, 4033, 5
org.joda.time.DateTimeZone:setDefault:176, 3028, 5, 4033, 5
org.joda.time.DateTimeZone:setDefault:175, 3028, 5, 4033, 5
org.joda.time.base.AbstractPartial:<init>:55, 1335, 0, 4033, 5
org.joda.time.base.AbstractPartial:<init>:54, 1335, 0, 4033, 5
org.joda.time.DateTimeZone:setDefault:185, 3028, 5, 4033, 5
org.joda.time.DateTimeZone:setDefault:179, 3028, 5, 4033, 5
org.joda.time.chrono.AssembledChronology:monthOfYear:260, 1685, 5, 4033, 5
org.joda.time.DateTimeUtils:checkPermission:162, 2861, 5, 4033, 5
org.joda.time.DateTimeUtils:checkPermission:161, 2861, 5, 4033, 5
org.joda.time.DateTimeUtils:checkPermission:165, 2861, 5, 4033, 5
org.joda.time.DateTimeFieldType:year:327, 1566, 5, 4033, 5
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:equals:464, 87, 0, 4033, 5
org.joda.time.base.AbstractPartial:getFieldType:79, 134, 0, 4033, 5
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:equals:463, 92, 0, 4033, 5
org.joda.time.DateTimeFieldType:monthOfYear:318, 1559, 5, 4033, 5
org.joda.time.field.BaseDateTimeField:getType:58, 458, 0, 4033, 5
org.joda.time.base.AbstractPartial:getFieldTypes:92, 4, 0, 4033, 5
org.joda.time.base.AbstractPartial:getFieldTypes:91, 4, 0, 4033, 5
org.joda.time.base.AbstractPartial:getFieldTypes:90, 4, 0, 4033, 5
org.joda.time.base.AbstractPartial:getFieldTypes:94, 4, 0, 4033, 5
org.joda.time.field.FieldUtils:equals:340, 39, 0, 4033, 5
org.joda.time.field.AbstractPartialFieldProperty:equals:328, 14, 0, 4033, 5
org.joda.time.field.AbstractPartialFieldProperty:equals:329, 14, 0, 4033, 5
org.joda.time.field.AbstractPartialFieldProperty:equals:323, 1, 0, 4033, 5
org.joda.time.chrono.AssembledChronology:hourOfDay:196, 1280, 5, 4033, 5
org.joda.time.chrono.BuddhistChronology:equals:187, 1, 0, 4033, 5
org.joda.time.chrono.BuddhistChronology:equals:180, 72, 0, 4033, 5
org.joda.time.field.FieldUtils:equals:338, 471, 0, 4033, 5
org.joda.time.field.FieldUtils:equals:343, 39, 0, 4033, 5
org.joda.time.field.AbstractPartialFieldProperty:equals:325, 14, 0, 4033, 5
org.joda.time.field.AbstractPartialFieldProperty:equals:326, 4, 0, 4033, 5
org.joda.time.field.FieldUtils:equals:337, 482, 0, 4033, 5
org.joda.time.field.AbstractPartialFieldProperty:<init>:43, 122, 0, 4033, 5
org.joda.time.field.AbstractPartialFieldProperty:<init>:44, 122, 0, 4033, 5
org.joda.time.chrono.ISOChronology:getInstanceUTC:77, 1153, 5, 4033, 5
org.joda.time.chrono.BuddhistChronology:equals:183, 1, 0, 4033, 5
org.joda.time.field.AbstractPartialFieldProperty:equals:322, 14, 0, 4033, 5
org.joda.time.field.AbstractPartialFieldProperty:getFieldType:60, 30, 0, 4033, 5
org.joda.time.base.AbstractPartial:getValues:136, 7, 0, 4033, 5
org.joda.time.base.AbstractPartial:getValues:133, 7, 0, 4033, 5
org.joda.time.base.AbstractPartial:getValues:134, 7, 0, 4033, 5
org.joda.time.base.AbstractPartial:getValues:132, 7, 0, 4033, 5
org.joda.time.chrono.BaseChronology:validate:184, 518, 0, 4033, 5
org.joda.time.chrono.BaseChronology:validate:183, 518, 0, 4033, 5
org.joda.time.chrono.ISOChronology:getInstance:96, 2258, 5, 4033, 5
org.joda.time.chrono.ISOChronology:getInstance:102, 2201, 0, 4033, 5
org.joda.time.IllegalFieldValueException:createMessage:63, 125, 0, 4033, 5
org.joda.time.IllegalFieldValueException:createMessage:53, 93, 0, 4033, 5
org.joda.time.field.FieldUtils:verifyValueBounds:234, 73, 0, 4033, 5
org.joda.time.field.BaseDateTimeField:getMinimumValue:758, 540, 0, 4033, 5
org.joda.time.chrono.ISOChronology:getInstance:110, 174, 5, 4033, 5
org.joda.time.chrono.BaseChronology:validate:213, 514, 0, 4033, 5
org.joda.time.field.BaseDateTimeField:set:590, 126, 0, 4033, 5
org.joda.time.field.BaseDateTimeField:set:591, 126, 0, 4033, 5
org.joda.time.chrono.BasicMonthOfYearDateTimeField:getMaximumValue:345, 295, 0, 4033, 5
org.joda.time.base.BasePartial:getChronology:249, 507, 0, 4033, 5
org.joda.time.chrono.BaseChronology:validate:201, 515, 0, 4033, 5
org.joda.time.chrono.BaseChronology:validate:200, 515, 0, 4033, 5
org.joda.time.chrono.BaseChronology:validate:202, 515, 0, 4033, 5
org.joda.time.field.BaseDateTimeField:set:589, 154, 0, 4033, 5
org.joda.time.base.BasePartial:setValues:282, 1, 0, 4033, 5
