CodeElement, SuspiciousScore
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):134, 5.005879524573709
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):149, 5.005774382575266
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):131, 5.005756369683542
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):132, 5.005756369683542
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):142, 5.005756369683542
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):135, 5.005676498375178
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):136, 5.005676498375178
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):137, 5.005676498375178
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):133, 5.00525
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):138, 5.00525
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):143, 5.00525
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):144, 5.00525
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):145, 5.00525
com.google.javascript.jscomp.ClosureCodingConvention#typeofClassDefiningName(com.google.javascript.rhino.Node):146, 5.00525
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):892, 4.975907750275631
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):868, 4.975883378726192
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):869, 4.975883378726192
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):870, 4.975883378726192
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):876, 4.975542729643227
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):877, 4.975542729643227
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):878, 4.975542729643227
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):879, 4.975542729643227
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):881, 4.975542729643227
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):890, 4.975542729643227
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):891, 4.975542729643227
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):871, 4.975528028133709
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):873, 4.97526
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):882, 4.97526
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):884, 4.97526
com.google.javascript.jscomp.TypeInference#updateTypeOfParameters(com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):887, 4.97526
com.google.javascript.rhino.jstype.FunctionType#getMinArguments():232, 4.942938381902058
com.google.javascript.rhino.jstype.FunctionType#getMinArguments():233, 4.942938381902058
com.google.javascript.rhino.jstype.FunctionType#getMinArguments():234, 4.942938381902058
com.google.javascript.rhino.jstype.FunctionType#getMinArguments():240, 4.942938381902058
com.google.javascript.rhino.jstype.FunctionType#getMinArguments():237, 4.942684095494863
com.google.javascript.rhino.jstype.FunctionType#getMinArguments():235, 4.942643108319163
com.google.javascript.rhino.jstype.FunctionType#getMinArguments():236, 4.942643108319163
com.google.javascript.rhino.jstype.FunctionType#getMinArguments():239, 4.942643108319163
com.google.javascript.rhino.jstype.FunctionType#getMaxArguments():252, 4.940373283335172
com.google.javascript.rhino.jstype.FunctionType#getMaxArguments():248, 4.940358381902058
com.google.javascript.rhino.jstype.FunctionType#getMaxArguments():249, 4.940358381902058
com.google.javascript.rhino.jstype.FunctionType#getMaxArguments():250, 4.940358381902058
com.google.javascript.rhino.jstype.FunctionType#getMaxArguments():251, 4.940358381902058
com.google.javascript.rhino.jstype.FunctionType#getMaxArguments():256, 4.93982
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1562, 4.929770438159642
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1563, 4.929770438159642
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1564, 4.929770438159642
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1557, 4.929675815394998
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1559, 4.929675815394998
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1560, 4.929675815394998
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1561, 4.929675815394998
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1570, 4.929675815394998
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1581, 4.929675815394998
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1582, 4.929675815394998
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1583, 4.929675815394998
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1556, 4.929649760143905
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1590, 4.929649760143905
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1545, 4.929648327023233
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1546, 4.929648327023233
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1548, 4.929648327023233
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1549, 4.92905
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1550, 4.92905
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1551, 4.92905
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1575, 4.92905
com.google.javascript.jscomp.TypeCheck#visitCall(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):1584, 4.92905
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):824, 4.924453390829097
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):819, 4.924447557993612
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):820, 4.924447557993612
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):821, 4.924447557993612
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):823, 4.924447557993612
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):826, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):827, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):828, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):830, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):831, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):833, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):834, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):835, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):836, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):837, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):838, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):839, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):840, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):842, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):844, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):846, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):849, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):850, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):852, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):853, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):854, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):855, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):856, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):857, 4.92386
com.google.javascript.jscomp.TypeInference#tightenTypesAfterAssertions(com.google.javascript.jscomp.FlowScope,com.google.javascript.rhino.Node):860, 4.92386
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1597, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1598, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1600, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1601, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1602, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1603, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1604, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1619, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1620, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1621, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1622, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1629, 4.9100383819020585
com.google.javascript.jscomp.TypeCheck#visitParameterList(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.jstype.FunctionType):1609, 4.90976919095103
