CodeElement, SuspiciousScore
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):462, 2.42416
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):463, 2.42416
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):467, 2.42416
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):468, 2.42416
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):471, 2.42416
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):474, 2.42416
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):451, 2.4223222776601685
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):454, 2.4223222776601685
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):458, 2.4223222776601685
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):459, 2.4223222776601685
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):460, 2.4223222776601685
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):461, 2.4223222776601685
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):466, 2.4223222776601685
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):452, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):455, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):469, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):472, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):476, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):480, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):481, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):485, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):486, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):488, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):489, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):490, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):492, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):494, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):496, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):497, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):499, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):500, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):501, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):503, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):505, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):507, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):509, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):510, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):511, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):513, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):516, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):517, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):518, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):521, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):525, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):526, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):529, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):532, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):536, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):537, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):540, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):545, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):543, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):550, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):551, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):552, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):556, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):554, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):558, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):559, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):564, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):570, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):571, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):573, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):575, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):578, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):579, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):583, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):584, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):587, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):591, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):593, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):594, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):595, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):596, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):601, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):599, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):603, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):604, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):605, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):606, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):611, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):609, 2.41916
org.apache.commons.lang3.math.NumberUtils#createNumber(java.lang.String):613, 2.41916
org.apache.commons.lang3.math.NumberUtils#createInteger(java.lang.String):680, 2.2663421359549996
org.apache.commons.lang3.math.NumberUtils#createInteger(java.lang.String):684, 2.2663421359549996
org.apache.commons.lang3.math.NumberUtils#createInteger(java.lang.String):681, 2.26187
org.apache.commons.lang3.StringUtils#isBlank(java.lang.CharSequence):262, 0.725099
org.apache.commons.lang3.StringUtils#isBlank(java.lang.CharSequence):260, 0.7249559533817705
org.apache.commons.lang3.StringUtils#isBlank(java.lang.CharSequence):261, 0.7249559533817705
org.apache.commons.lang3.StringUtils#isBlank(java.lang.CharSequence):257, 0.7248950530202678
org.apache.commons.lang3.StringUtils#isBlank(java.lang.CharSequence):258, 0.723099
org.apache.commons.lang3.StringUtils#isBlank(java.lang.CharSequence):265, 0.723099
