CodeElement, SuspiciousScore
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1653, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1654, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1655, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1656, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1662, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1663, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1664, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1665, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1744, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1745, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1746, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1747, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1749, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1750, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1751, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1752, 10.7857
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1640, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1641, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1642, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1646, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1650, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1713, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1714, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1715, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1716, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1717, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1718, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1719, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1720, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1721, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1722, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1725, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1726, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1729, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1730, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1731, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1733, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1734, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1736, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1738, 10.778473500981127
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1584, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1586, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1587, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1588, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1590, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1591, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1592, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1597, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1598, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1599, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1600, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1602, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1603, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1606, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1607, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1609, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1610, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1611, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1612, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1620, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1621, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1622, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1624, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1625, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1626, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1627, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1628, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1629, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1630, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1631, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1633, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1634, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1638, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1639, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1671, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1672, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1675, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1678, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1683, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1684, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1685, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1686, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1688, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1689, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1690, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1691, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1701, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1702, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1704, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1705, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1712, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1754, 10.778372612419124
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1635, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1636, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1643, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1644, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1647, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1648, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1657, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1658, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1659, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1660, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1676, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1679, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1692, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1706, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1707, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1708, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1709, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1710, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1723, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#prelim(double[],double[]):1755, 10.7757
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#caller(int):2454, 10.478
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#caller(int):2455, 10.478
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#caller(int):2456, 10.478
org.apache.commons.math.optimization.direct.BOBYQAOptimizer#caller(int):2457, 10.478
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):126, 10.433673502691896
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):134, 10.433673502691896
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):98, 10.4329
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):99, 10.4329
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):100, 10.4329
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):101, 10.4329
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):107, 10.4329
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):110, 10.4329
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):111, 10.4329
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):112, 10.4329
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):113, 10.4329
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):95, 10.432372135955
org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math.analysis.MultivariateFunction,org.apache.commons.math.optimization.GoalType,double[],double[],double[]):120, 10.430481988897471
