CodeElement, SuspiciousScore
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):168, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):169, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):170, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):177, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):188, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):191, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):192, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):202, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):203, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):204, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):205, 2.516543502691896
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):153, 2.51577
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):156, 2.51577
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):157, 2.51577
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):137, 2.5152421359549995
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):140, 2.5152421359549995
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):143, 2.5152421359549995
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):144, 2.5152421359549995
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):132, 2.5143055339059326
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):133, 2.5143055339059326
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):134, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):148, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):149, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):161, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):162, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):174, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):182, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):183, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):184, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):196, 2.51077
org.apache.commons.math.fraction.ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):197, 2.51077
org.apache.commons.math.fraction.FractionFormat#parseAndIgnoreWhitespace(java.lang.String,java.text.ParsePosition):359, 2.3447755339059326
org.apache.commons.math.fraction.FractionFormat#parseAndIgnoreWhitespace(java.lang.String,java.text.ParsePosition):360, 2.3447755339059326
org.apache.commons.math.fraction.FractionFormat#parseAndIgnoreWhitespace(java.lang.String,java.text.ParsePosition):361, 2.3447755339059326
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):382, 2.295339644730092
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):370, 2.2950955339059327
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):371, 2.2950955339059327
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):372, 2.2950955339059327
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):374, 2.2950955339059327
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):377, 2.2950955339059327
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):378, 2.2950955339059327
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):379, 2.2950955339059327
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):381, 2.2950955339059327
org.apache.commons.math.fraction.FractionFormat#parseNextCharacter(java.lang.String,java.text.ParsePosition):386, 2.2950955339059327
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String):249, 2.2917824829046385
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String):243, 2.2912355339059327
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String):244, 2.2912355339059327
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String):245, 2.2912355339059327
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String):246, 2.2877
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):290, 2.072993502691896
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):291, 2.072993502691896
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):292, 2.072993502691896
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):276, 2.070999644730092
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):277, 2.070999644730092
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):278, 2.070999644730092
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):260, 2.0707555339059325
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):263, 2.0707555339059325
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):266, 2.0707555339059325
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):267, 2.0707555339059325
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):271, 2.06722
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):272, 2.06722
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):282, 2.06722
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):285, 2.06722
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):296, 2.06722
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):299, 2.06722
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):300, 2.06722
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):304, 2.06722
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):305, 2.06722
org.apache.commons.math.fraction.FractionFormat#parse(java.lang.String,java.text.ParsePosition):308, 2.06722
org.apache.commons.math.fraction.FractionFormat#getImproperInstance(java.util.Locale):113, 1.55338
org.apache.commons.math.fraction.FractionFormat#getImproperInstance(java.util.Locale):114, 1.55338
org.apache.commons.math.fraction.ProperFractionFormat#getWholeFormat():115, 1.2236655339059326
org.apache.commons.math.fraction.ProperFractionFormat#setWholeFormat(java.text.NumberFormat):215, 1.12273
org.apache.commons.math.fraction.ProperFractionFormat#setWholeFormat(java.text.NumberFormat):219, 1.12273
org.apache.commons.math.fraction.ProperFractionFormat#setWholeFormat(java.text.NumberFormat):220, 1.12273
org.apache.commons.math.fraction.ProperFractionFormat#setWholeFormat(java.text.NumberFormat):216, 1.12023
org.apache.commons.math.fraction.FractionFormat#getDenominatorFormat():224, 0.9566867513459482
org.apache.commons.math.fraction.FractionFormat#getNumeratorFormat():232, 0.8659926124191242
org.apache.commons.math.fraction.FractionFormat#getProperInstance(java.util.Locale):131, 0.790777
org.apache.commons.math.fraction.FractionFormat#getProperInstance(java.util.Locale):132, 0.790777
org.apache.commons.math.fraction.FractionFormat#getDefaultNumberFormat(java.util.Locale):153, 0.790777
org.apache.commons.math.fraction.FractionFormat#getDefaultNumberFormat(java.util.Locale):154, 0.790777
org.apache.commons.math.fraction.FractionFormat#getDefaultNumberFormat(java.util.Locale):155, 0.790777
org.apache.commons.math.fraction.FractionFormat#getDefaultNumberFormat(java.util.Locale):156, 0.790777
