CodeElement, SuspiciousScore
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1674, 3.4115621359549997
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1677, 3.4115621359549997
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1678, 3.4115621359549997
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1679, 3.4115621359549997
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1680, 3.4115621359549997
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1681, 3.4115621359549997
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1682, 3.4115621359549997
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1685, 3.4115621359549997
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1689, 3.409671988897472
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,char[]):1675, 3.40709
org.apache.commons.lang3.ArrayUtils#isEmpty(char[]):3279, 2.9061455339059328
org.apache.commons.lang3.ArrayUtils#isEmpty(char[]):3282, 2.9061455339059328
org.apache.commons.lang3.ArrayUtils#isEmpty(char[]):3280, 2.90261
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,java.lang.String):1715, 2.700091483716701
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,java.lang.String):1718, 2.700091483716701
org.apache.commons.lang3.StringUtils#containsNone(java.lang.CharSequence,java.lang.String):1716, 2.69644
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,java.lang.String):1412, 2.6085660679775
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,java.lang.String):1415, 2.6085660679775
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,java.lang.String):1413, 2.60633
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1372, 2.5600922776601682
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1375, 2.5600922776601682
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1376, 2.5600922776601682
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1377, 2.5600922776601682
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1378, 2.5600922776601682
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1379, 2.5600922776601682
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1380, 2.5600922776601682
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1382, 2.5600922776601682
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1373, 2.55693
org.apache.commons.lang3.StringUtils#indexOfAny(java.lang.CharSequence,char[]):1386, 2.55693
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,java.lang.String):1498, 2.4771857418583503
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,java.lang.String):1501, 2.4771857418583503
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,java.lang.String):1499, 2.47536
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1542, 2.3738911388300843
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1529, 2.3735052286093343
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1532, 2.3735052286093343
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1533, 2.3735052286093343
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1535, 2.3735052286093343
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1536, 2.3735052286093343
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1537, 2.3735052286093343
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1538, 2.3735052286093343
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1539, 2.3735052286093343
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1530, 2.37231
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.CharSequence,char[]):1544, 2.37231
org.apache.commons.lang3.StringUtils#indexOfAnyBut(java.lang.String,java.lang.String):1570, 2.3542460679775
