CodeElement, SuspiciousScore
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3380, 3.1964024829046385
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3369, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3372, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3373, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3378, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3379, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3383, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3385, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3386, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3389, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3393, 3.1958555339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3370, 3.19232
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3387, 3.19232
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String,int,int):3390, 3.19232
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3290, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3293, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3294, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3295, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3298, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3300, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3301, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3302, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3304, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3305, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3308, 3.11891
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char,int,int):3291, 3.11391
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char):3257, 2.3150510678118654
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char):3256, 2.31298
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],char):3260, 2.31298
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String):3336, 1.3725824829046387
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String):3335, 1.3720355339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[],java.lang.String):3338, 1.3720355339059327
org.apache.commons.lang3.StringUtils#join(java.lang.Object[]):3230, 1.3498624829046386
