CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.apache.commons.math.MessagesResources_fr:<clinit>:37, 1, 0, 935, 1
org.apache.commons.math.MathException:getMessage:226, 14, 0, 935, 1
org.apache.commons.math.MathException:translate:91, 12, 0, 935, 1
org.apache.commons.math.MathException:translate:89, 12, 0, 935, 1
org.apache.commons.math.MessagesResources_fr:<init>:31, 1, 0, 935, 1
org.apache.commons.math.MessagesResources_fr:<init>:30, 1, 0, 935, 1
org.apache.commons.math.MessagesResources_fr:getContents:34, 1, 0, 935, 1
org.apache.commons.math.ArgumentOutsideDomainException:<init>:33, 2, 0, 935, 1
org.apache.commons.math.ArgumentOutsideDomainException:<init>:36, 2, 0, 935, 1
org.apache.commons.math.MathException:translate:85, 42, 0, 935, 1
org.apache.commons.math.MathException:translate:100, 42, 0, 935, 1
org.apache.commons.math.MathException:translate:83, 42, 0, 935, 1
org.apache.commons.math.MathException:buildMessage:115, 42, 0, 935, 1
org.apache.commons.math.MathException:buildMessage:114, 42, 0, 935, 1
org.apache.commons.math.MathException:buildMessage:113, 42, 0, 935, 1
org.apache.commons.math.MathException:translate:94, 42, 0, 935, 1
org.apache.commons.math.MathException:getCause:235, 20, 0, 935, 1
org.apache.commons.math.MathException:<clinit>:50, 1, 0, 935, 1
org.apache.commons.math.MathException:<clinit>:49, 1, 0, 935, 1
org.apache.commons.math.MathException:<clinit>:47, 1, 0, 935, 1
org.apache.commons.math.MathException:<clinit>:53, 1, 0, 935, 1
org.apache.commons.math.FunctionEvaluationException:<init>:69, 3, 0, 935, 1
org.apache.commons.math.FunctionEvaluationException:<init>:70, 3, 0, 935, 1
org.apache.commons.math.FunctionEvaluationException:<init>:71, 3, 0, 935, 1
org.apache.commons.math.FunctionEvaluationException:<init>:33, 6, 0, 935, 1
org.apache.commons.math.MathException:<clinit>:57, 1, 0, 935, 1
org.apache.commons.math.MathException:<clinit>:54, 1, 0, 935, 1
org.apache.commons.math.MathException:<init>:152, 37, 0, 935, 1
org.apache.commons.math.MathException:<init>:153, 37, 0, 935, 1
org.apache.commons.math.MathException:<init>:154, 37, 0, 935, 1
org.apache.commons.math.MathException:<init>:155, 37, 0, 935, 1
org.apache.commons.math.MathException:<init>:151, 37, 0, 935, 1
org.apache.commons.math.FunctionEvaluationException:getArgument:119, 2, 0, 935, 1
org.apache.commons.math.ConvergenceException:<init>:34, 1, 0, 935, 1
org.apache.commons.math.ConvergenceException:<init>:35, 1, 0, 935, 1
org.apache.commons.math.MathException:getPattern:208, 9, 0, 935, 1
org.apache.commons.math.MathException:getArguments:216, 10, 0, 935, 1
org.apache.commons.math.ConvergenceException:<init>:44, 3, 0, 935, 1
org.apache.commons.math.ConvergenceException:<init>:45, 3, 0, 935, 1
org.apache.commons.math.ConvergenceException:<init>:64, 1, 0, 935, 1
org.apache.commons.math.ConvergenceException:<init>:63, 1, 0, 935, 1
org.apache.commons.math.MathException:<init>:197, 8, 0, 935, 1
org.apache.commons.math.MathException:<init>:199, 8, 0, 935, 1
org.apache.commons.math.MathException:<init>:198, 8, 0, 935, 1
org.apache.commons.math.MathException:<init>:201, 8, 0, 935, 1
org.apache.commons.math.MathException:<init>:200, 8, 0, 935, 1
org.apache.commons.math.DuplicateSampleAbscissaException:<init>:35, 3, 0, 935, 1
org.apache.commons.math.DuplicateSampleAbscissaException:<init>:37, 3, 0, 935, 1
org.apache.commons.math.DuplicateSampleAbscissaException:getDuplicateAbscissa:44, 1, 0, 935, 1
org.apache.commons.math.FunctionEvaluationException:<init>:110, 2, 0, 935, 1
org.apache.commons.math.FunctionEvaluationException:<init>:111, 2, 0, 935, 1
org.apache.commons.math.FunctionEvaluationException:<init>:109, 2, 0, 935, 1
org.apache.commons.math.MathConfigurationException:<init>:53, 3, 0, 935, 1
org.apache.commons.math.MathConfigurationException:<init>:52, 3, 0, 935, 1
org.apache.commons.math.MathConfigurationException:<init>:81, 1, 0, 935, 1
org.apache.commons.math.MathConfigurationException:<init>:82, 1, 0, 935, 1
org.apache.commons.math.MaxIterationsExceededException:getMaxIterations:58, 1, 0, 935, 1
org.apache.commons.math.MaxIterationsExceededException:<init>:38, 1, 0, 935, 1
org.apache.commons.math.MaxIterationsExceededException:<init>:39, 1, 0, 935, 1
org.apache.commons.math.MaxIterationsExceededException:<init>:36, 1, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:value:133, 5, 0, 935, 1
org.apache.commons.math.analysis.PolynomialFunction:evaluate:117, 14, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:isStrictlyIncreasing:217, 6, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:<init>:110, 6, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:<init>:111, 6, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:<init>:115, 6, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:<init>:114, 6, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:<init>:113, 6, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:<init>:112, 6, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:value:138, 4, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:derivative:154, 1, 0, 935, 1
org.apache.commons.math.analysis.PolynomialFunction:differentiate:143, 4, 0, 935, 1
org.apache.commons.math.analysis.PolynomialFunction:evaluate:113, 14, 0, 935, 1
org.apache.commons.math.analysis.PolynomialFunction:evaluate:112, 14, 0, 935, 1
org.apache.commons.math.analysis.PolynomialFunction:polynomialDerivative:152, 5, 0, 935, 1
org.apache.commons.math.analysis.PolynomialSplineFunction:polynomialSplineDerivative:167, 1, 0, 935, 1
