CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.jfree.chart.util.ObjectUtilities:<clinit>:80, 1, 0, 1731, 4
org.jfree.chart.util.ObjectUtilities:equal:125, 661, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:getValue1:163, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:113, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:91, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:109, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:94, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:110, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:119, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:116, 4, 0, 1731, 4
org.jfree.chart.util.PaintUtilities:equal:98, 452, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:getCategory2:185, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:128, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:122, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:123, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:124, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:125, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:126, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:127, 4, 0, 1731, 4
org.jfree.chart.util.PaintUtilities:equal:76, 482, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:equals:359, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:equals:356, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:equals:353, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:equals:350, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:getValue2:210, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:equals:362, 4, 0, 1731, 4
org.jfree.chart.util.PaintUtilities:equal:96, 445, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:clone:392, 1, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:getCategory1:138, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:equals:347, 4, 0, 1731, 4
org.jfree.chart.util.PaintUtilities:equal:79, 452, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:equals:344, 4, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:equals:343, 4, 0, 1731, 4
org.jfree.chart.util.PaintUtilities:equal:83, 452, 0, 1731, 4
org.jfree.chart.util.PaintUtilities:equal:85, 452, 0, 1731, 4
org.jfree.chart.annotations.CategoryLineAnnotation:equals:340, 4, 0, 1731, 4
