CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.jfree.chart.util.ObjectUtilities:<clinit>:80, 1, 0, 2027, 1
org.jfree.chart.util.ObjectUtilities:equal:125, 716, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:getValue1:168, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:118, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:96, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:114, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:99, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:115, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:124, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:121, 6, 0, 2027, 1
org.jfree.chart.util.PaintUtilities:equal:98, 484, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:getCategory2:190, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:128, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:129, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:130, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:131, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:132, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:133, 6, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:<init>:127, 6, 0, 2027, 1
org.jfree.chart.util.PaintUtilities:equal:76, 514, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:364, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:361, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:358, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:355, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:getValue2:215, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:367, 5, 0, 2027, 1
org.jfree.chart.util.PaintUtilities:equal:96, 474, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:clone:397, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:getCategory1:143, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:352, 5, 0, 2027, 1
org.jfree.chart.util.PaintUtilities:equal:79, 484, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:348, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:349, 5, 0, 2027, 1
org.jfree.chart.util.PaintUtilities:equal:83, 484, 0, 2027, 1
org.jfree.chart.util.PaintUtilities:equal:85, 484, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:345, 5, 0, 2027, 1
org.jfree.chart.util.ObjectUtilities:equal:126, 639, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:342, 5, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setCategory2:204, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setCategory2:205, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:365, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:362, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:359, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setValue1:179, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setValue1:180, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setCategory2:201, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:356, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setStroke:276, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setStroke:277, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setStroke:273, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:353, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:equals:350, 1, 0, 2027, 1
org.jfree.chart.util.ObjectUtilities:equal:128, 597, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setPaint:251, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setPaint:252, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setCategory1:154, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setCategory1:157, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setCategory1:158, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setValue2:226, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setValue2:227, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:setPaint:248, 1, 0, 2027, 1
org.jfree.chart.util.ObjectUtilities:equal:129, 596, 0, 2027, 1
org.jfree.chart.util.HashUtilities:hashCodeForPaint:83, 64, 0, 2027, 1
org.jfree.chart.util.HashUtilities:hashCodeForPaint:69, 64, 0, 2027, 1
org.jfree.chart.util.HashUtilities:hashCodeForPaint:71, 64, 0, 2027, 1
org.jfree.chart.util.HashUtilities:hashCodeForPaint:66, 64, 0, 2027, 1
org.jfree.chart.util.HashUtilities:hashCodeForPaint:85, 64, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:hashCode:384, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:hashCode:385, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:hashCode:376, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:hashCode:377, 1, 0, 2027, 1
org.jfree.chart.annotations.CategoryLineAnnotation:hashCode:378, 1, 0, 2027, 1
