CodeElement, SuspiciousScore
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):816, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):817, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):823, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):824, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):826, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):827, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):828, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):829, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):830, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):832, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):833, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):834, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):835, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):836, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):837, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):841, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):845, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):846, 11.152686751345948
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):818, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):847, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):848, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):849, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):851, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):852, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):853, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):854, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):855, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):856, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):857, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):860, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):862, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):865, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):866, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):867, 11.1498
org.apache.commons.math3.util.MathArrays#linearCombination(double[],double[]):871, 11.1498
