CodeElement, SuspiciousScore
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3648, 2.89213
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3727, 2.89213
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3612, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3615, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3619, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3623, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3624, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3627, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3635, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3638, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3639, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3640, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3644, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3645, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3650, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3653, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3654, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3656, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3657, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3658, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3665, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3666, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3669, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3672, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3675, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3676, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3677, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3682, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3684, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3686, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3688, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3689, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3691, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3693, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3695, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3696, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3697, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3700, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3701, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3706, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3709, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3710, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3712, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3713, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3714, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3721, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3722, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3723, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3725, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3726, 2.8892010678118654
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3620, 2.88213
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3628, 2.88213
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3678, 2.88213
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3704, 2.88213
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[],boolean,int):3730, 2.88213
org.apache.commons.lang3.StringUtils#replaceEach(java.lang.String,java.lang.String[],java.lang.String[]):3502, 2.3390299999999997
