CodeElement, SuspiciousScore
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1018, 6.344732135955
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1001, 6.34073891314261
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1012, 6.34073891314261
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):964, 6.340738364873235
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):965, 6.340738364873235
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):961, 6.340725746432833
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):962, 6.340725746432833
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):963, 6.340725746432833
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1023, 6.340725746432833
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1024, 6.340725746432833
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):966, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):967, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):968, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):969, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):970, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):971, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):973, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):976, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):978, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):980, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):983, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):986, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):988, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):990, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):991, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):993, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):995, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):997, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1002, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1003, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1006, 6.34026
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1013, 6.34026
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1144, 6.057272135955
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1154, 6.057272135955
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1159, 6.057272135955
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1149, 6.0528
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1150, 6.0528
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1151, 6.0528
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1152, 6.0528
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):912, 5.248324501583111
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):927, 5.248311404520791
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):928, 5.248311404520791
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):929, 5.248311404520791
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):908, 5.248310881609348
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):911, 5.248310881609348
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):920, 5.248310881609348
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):932, 5.248310881609348
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):913, 5.24784
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):914, 5.24784
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):922, 5.24784
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):923, 5.24784
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):924, 5.24784
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1127, 5.220592135955
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1131, 5.220592135955
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1132, 5.220592135955
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1128, 5.21612
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1130, 5.21612
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1240, 5.008166045718242
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1236, 5.008162639365897
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1237, 5.008162639365897
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1239, 5.008162639365897
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1242, 5.008162639365897
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1243, 5.008162639365897
com.google.javascript.jscomp.CodePrinter.Builder#setLineLengthThreshold(int):539, 4.945171101183237
com.google.javascript.jscomp.CodePrinter.Builder#setLineLengthThreshold(int):540, 4.945171101183237
com.google.javascript.jscomp.CompilerOptions#disables(com.google.javascript.jscomp.DiagnosticGroup):915, 4.916326146322726
com.google.javascript.jscomp.CodePrinter.Builder#setPrettyPrint(boolean):510, 4.88416931631503
com.google.javascript.jscomp.CodePrinter.Builder#setPrettyPrint(boolean):511, 4.88416931631503
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):624, 4.827730881609348
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):630, 4.827730881609348
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):631, 4.827730881609348
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):199, 4.827507688702309
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):202, 4.827507688702309
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):191, 4.827507536885744
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):192, 4.827507536885744
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):193, 4.827507536885744
