CodeElement, SuspiciousScore
org.apache.commons.lang.Entities#unescape(java.lang.String):814, 1.5756591004988627
org.apache.commons.lang.Entities#unescape(java.lang.String):815, 1.5756591004988627
org.apache.commons.lang.Entities#unescape(java.lang.String):816, 1.5753819413988923
org.apache.commons.lang.Entities#unescape(java.lang.String):840, 1.573387022603955
org.apache.commons.lang.Entities#unescape(java.lang.String):843, 1.573387022603955
org.apache.commons.lang.Entities#unescape(java.lang.String):845, 1.573387022603955
org.apache.commons.lang.Entities#unescape(java.lang.String):848, 1.573387022603955
org.apache.commons.lang.Entities#unescape(java.lang.String):852, 1.573387022603955
org.apache.commons.lang.Entities#unescape(java.lang.String):853, 1.573387022603955
org.apache.commons.lang.Entities#unescape(java.lang.String):862, 1.5728557418583504
org.apache.commons.lang.Entities#unescape(java.lang.String):819, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):820, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):821, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):822, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):823, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):824, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):825, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):829, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):830, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):835, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):837, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):839, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):857, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):864, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):865, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):869, 1.5726966666666666
org.apache.commons.lang.Entities#unescape(java.lang.String):826, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):827, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):832, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):833, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):838, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):841, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):846, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):850, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):851, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):855, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):858, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):859, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):860, 1.57103
org.apache.commons.lang.Entities#unescape(java.lang.String):866, 1.57103
org.apache.commons.lang.Entities.PrimitiveEntityMap#add(java.lang.String,int):427, 1.057759644730092
org.apache.commons.lang.Entities.PrimitiveEntityMap#add(java.lang.String,int):428, 1.057759644730092
org.apache.commons.lang.Entities.PrimitiveEntityMap#add(java.lang.String,int):429, 1.057759644730092
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):309, 1.0400496447300922
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):311, 1.0400496447300922
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):312, 1.0400496447300922
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):300, 1.0400054368381881
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):296, 1.0397692710611188
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):297, 1.0397692710611188
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):298, 1.0397692710611188
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):299, 1.0397692710611188
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):307, 1.0397692710611188
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):316, 1.0397692710611188
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):317, 1.0397692710611188
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):318, 1.0397692710611188
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):319, 1.0397692710611188
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):301, 1.03627
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):302, 1.03627
org.apache.commons.lang.IntHashMap#put(int,java.lang.Object):303, 1.03627
org.apache.commons.lang.Entities#addEntity(java.lang.String,int):713, 0.7419216447300923
org.apache.commons.lang.Entities#addEntity(java.lang.String,int):714, 0.7419216447300923
