CodeElement, SuspiciousScore
org.mockito.internal.runners.JUnit45AndHigherRunnerImpl#run(org.junit.runner.notification.RunNotifier):35, 2.749049534084101
org.mockito.internal.runners.JUnit45AndHigherRunnerImpl#run(org.junit.runner.notification.RunNotifier):37, 2.749049534084101
org.mockito.internal.runners.JUnit45AndHigherRunnerImpl#run(org.junit.runner.notification.RunNotifier):38, 2.748826093069949
org.mockito.runners.MockitoJUnitRunner#run(org.junit.runner.notification.RunNotifier):62, 2.066816586158266
org.mockito.runners.MockitoJUnitRunner#run(org.junit.runner.notification.RunNotifier):63, 2.0665972689266128
org.mockito.BDDMockito.BDDOngoingStubbingImpl#getMock():182, 2.028050827634879
org.mockito.internal.matchers.LocalizedMatcher#getActualMatcher():69, 1.9221386449556015
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator.1#compare(java.lang.reflect.Constructor,java.lang.reflect.Constructor):225, 1.9080016552697592
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator.1#compare(java.lang.reflect.Constructor,java.lang.reflect.Constructor):219, 1.9075022222222222
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator.1#compare(java.lang.reflect.Constructor,java.lang.reflect.Constructor):220, 1.9075022222222222
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator.1#compare(java.lang.reflect.Constructor,java.lang.reflect.Constructor):221, 1.90528
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator.1#compare(java.lang.reflect.Constructor,java.lang.reflect.Constructor):222, 1.90528
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator.1#compare(java.lang.reflect.Constructor,java.lang.reflect.Constructor):223, 1.90528
org.mockito.internal.verification.SingleRegisteredInvocation#isEmpty():31, 1.7943411111111112
org.mockito.internal.MockitoCore#stub(java.lang.Object):74, 1.780150662965824
org.mockito.internal.MockitoCore#stub(java.lang.Object):75, 1.780150662965824
org.mockito.internal.stubbing.BaseStubbing#toReturn(java.lang.Object):76, 1.7074422504486493
org.mockito.Mockito#stub(java.lang.Object):1550, 1.6827006629658239
org.mockito.internal.invocation.InvocationMatcher#captureArgumentsFrom(org.mockito.invocation.Invocation):122, 1.69184
org.mockito.internal.invocation.InvocationMatcher#captureArgumentsFrom(org.mockito.invocation.Invocation):123, 1.69184
org.mockito.internal.invocation.InvocationMatcher#captureArgumentsFrom(org.mockito.invocation.Invocation):121, 1.6842653562503633
org.mockito.internal.invocation.InvocationMatcher#captureArgumentsFrom(org.mockito.invocation.Invocation):127, 1.6819498370677197
org.mockito.internal.invocation.InvocationMatcher#captureArgumentsFrom(org.mockito.invocation.Invocation):128, 1.6819498370677197
org.mockito.internal.invocation.InvocationMatcher#captureArgumentsFrom(org.mockito.invocation.Invocation):126, 1.6819324856109363
org.mockito.internal.invocation.InvocationMatcher#captureArgumentsFrom(org.mockito.invocation.Invocation):150, 1.6819324856109363
org.mockito.internal.invocation.InvocationMatcher#captureArgumentsFrom(org.mockito.invocation.Invocation):129, 1.68184
org.mockito.Mockito#verify(java.lang.Object,org.mockito.verification.VerificationMode):1673, 1.6641754574548966
org.mockito.internal.verification.SingleRegisteredInvocation#add(org.mockito.invocation.Invocation):19, 1.6641055555555557
org.mockito.internal.verification.SingleRegisteredInvocation#add(org.mockito.invocation.Invocation):20, 1.6641055555555557
org.mockito.internal.stubbing.BaseStubbing#thenCallRealMethod():72, 1.6536256742013185
org.mockito.internal.stubbing.OngoingStubbingImpl#toAnswer(org.mockito.stubbing.Answer):37, 1.644720662965824
org.mockito.internal.stubbing.OngoingStubbingImpl#toAnswer(org.mockito.stubbing.Answer):38, 1.644720662965824
org.mockito.internal.stubbing.InvocationContainerImpl#invokedMock():129, 1.5847273929674535
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator#instantiate():254, 1.5067471283902412
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator#instantiate():256, 1.5067471283902412
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator#instantiate():271, 1.5067471283902412
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator#instantiate():273, 1.5064008338784034
org.mockito.internal.util.reflection.FieldInitializer.ParameterizedConstructorInstantiator#instantiate():250, 1.5061234967392982
