CodeElement, SuspiciousScore
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):265, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):268, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):271, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):274, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):275, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):276, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):277, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):278, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):279, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):280, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):283, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):284, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):285, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):288, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):291, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):292, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):293, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):294, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):295, 3.5490399999999998
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):266, 3.54654
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):269, 3.54654
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):272, 3.54654
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):281, 3.54654
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):286, 3.54654
org.jfree.chart.util.ShapeUtilities#equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):289, 3.54654
