CodeElement, SuspiciousScore
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1446, 7.261825533905933
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1433, 7.261176751345948
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1440, 7.258453495628798
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1441, 7.258453473781317
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1444, 7.258453473781317
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1445, 7.258453473781317
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1449, 7.25845338647889
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1436, 7.2584533646751295
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1438, 7.2584533646751295
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1439, 7.2584533646751295
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1432, 7.2584532775472965
com.google.javascript.rhino.Node#checkTreeEqualsImpl(com.google.javascript.rhino.Node):1442, 7.25829
com.google.javascript.rhino.Node#checkTreeEquals(com.google.javascript.rhino.Node):1417, 7.016385533905933
com.google.javascript.rhino.Node#checkTreeEquals(com.google.javascript.rhino.Node):1415, 7.013013386478891
com.google.javascript.rhino.Node#checkTreeEquals(com.google.javascript.rhino.Node):1416, 7.013013386478891
com.google.javascript.rhino.Node#checkTreeEquals(com.google.javascript.rhino.Node):1423, 7.01285
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):223, 6.8255822776601685
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):226, 6.8255822776601685
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):227, 6.8255822776601685
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):228, 6.8255822776601685
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):220, 6.825306751345948
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):221, 6.825306751345948
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):222, 6.825306751345948
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):232, 6.825306751345948
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):233, 6.825306751345948
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):237, 6.825306751345948
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):238, 6.825306751345948
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):207, 6.825092612419124
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):208, 6.825092612419124
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):209, 6.825092612419124
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):213, 6.825092612419124
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):215, 6.825092612419124
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):216, 6.825092612419124
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):204, 6.8249200000000005
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):205, 6.8249200000000005
com.google.javascript.jscomp.CollapseProperties#inlineAliasIfPossible(com.google.javascript.jscomp.GlobalNamespace.Ref,com.google.javascript.jscomp.GlobalNamespace):242, 6.82242
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):122, 6.638194985851425
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):135, 6.637063211843519
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):136, 6.637063211843519
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):142, 6.637063211843519
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):143, 6.637063211843519
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):121, 6.637055435337648
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):127, 6.637055435337648
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):128, 6.637055435337648
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):130, 6.637055435337648
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):131, 6.637055435337648
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):132, 6.637055435337648
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):134, 6.637055435337648
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):141, 6.637055435337648
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):144, 6.637055435337648
com.google.javascript.jscomp.CollapseProperties#process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):124, 6.63648
com.google.javascript.rhino.Node#propToString(int):131, 6.606122482904638
com.google.javascript.rhino.Node#propToString(int):121, 6.60422217890236
com.google.javascript.rhino.Node#propToString(int):133, 6.60422217890236
com.google.javascript.rhino.Node#propToString(int):112, 6.603514419561549
com.google.javascript.rhino.Node#propToString(int):132, 6.603514419561549
com.google.javascript.rhino.Node#propToString(int):113, 6.60204
com.google.javascript.rhino.Node#propToString(int):115, 6.60204
com.google.javascript.rhino.Node#propToString(int):117, 6.60204
com.google.javascript.rhino.Node#propToString(int):118, 6.60204
com.google.javascript.rhino.Node#propToString(int):119, 6.60204
com.google.javascript.rhino.Node#propToString(int):122, 6.60204
com.google.javascript.rhino.Node#propToString(int):123, 6.60204
com.google.javascript.rhino.Node#propToString(int):124, 6.60204
com.google.javascript.rhino.Node#propToString(int):126, 6.60204
com.google.javascript.rhino.Node#propToString(int):127, 6.60204
com.google.javascript.rhino.Node#propToString(int):128, 6.60204
com.google.javascript.rhino.Node#propToString(int):129, 6.60204
com.google.javascript.rhino.Node#propToString(int):130, 6.60204
com.google.javascript.rhino.Node#propToString(int):134, 6.60204
com.google.javascript.rhino.Node#propToString(int):135, 6.60204
com.google.javascript.rhino.Node#propToString(int):136, 6.60204
com.google.javascript.rhino.Node#propToString(int):138, 6.60204
com.google.javascript.rhino.InputId#toString():74, 6.50218217890236
com.google.javascript.jscomp.GlobalNamespace#isGlobalVarReference(java.lang.String,com.google.javascript.jscomp.Scope):264, 6.344750914909794
com.google.javascript.jscomp.GlobalNamespace#isGlobalVarReference(java.lang.String,com.google.javascript.jscomp.Scope):262, 6.343894765844498
com.google.javascript.jscomp.GlobalNamespace#isGlobalVarReference(java.lang.String,com.google.javascript.jscomp.Scope):263, 6.343894765844498
com.google.javascript.jscomp.GlobalNamespace#isGlobalVarReference(java.lang.String,com.google.javascript.jscomp.Scope):266, 6.343894765844498
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):312, 6.339226751345948
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):318, 6.337161994936527
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):372, 6.336923211843519
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):373, 6.336923211843519
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):374, 6.336923211843519
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):371, 6.336880738070436
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):426, 6.336841885613229
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):436, 6.336831473187183
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):381, 6.336829115988045
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):369, 6.336797389353746
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):370, 6.336797389353746
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):356, 6.336751693484796
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):357, 6.336751693484796
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):358, 6.336751693484796
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):359, 6.336751693484796
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):430, 6.336724331221012
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):431, 6.336724331221012
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):429, 6.336724047686321
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):438, 6.336724047686321
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):388, 6.336716354964747
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):389, 6.336716354964747
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):424, 6.336714765844498
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):425, 6.336714765844498
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):353, 6.336714502943137
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):354, 6.336714502943137
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):311, 6.336709358427576
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):317, 6.336709358427576
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):322, 6.336709358427576
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):323, 6.336709358427576
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):324, 6.336709358427576
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):326, 6.336709358427576
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):420, 6.336709358427576
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):331, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):332, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):333, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):335, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):336, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):337, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):339, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):340, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):342, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):343, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):345, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):346, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):348, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):361, 6.33634
com.google.javascript.jscomp.GlobalNamespace.BuildGlobalNamespace#collect(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):362, 6.33634
