CodeElement, SuspiciousScore
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:guessParametersErrors:323, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getChiSquare:258, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getChiSquare:256, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getChiSquare:257, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getChiSquare:260, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:guessParametersErrors:317, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:guessParametersErrors:320, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:guessParametersErrors:319, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:guessParametersErrors:318, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getChiSquare:255, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:guessParametersErrors:321, 1.0
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:292, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:294, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:279, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:280, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:275, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:278, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:283, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:282, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:286, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:285, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getCovariances:281, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:guessParametersErrors:312, 0.9995327102803738
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getEvaluations:149, 0.9985994397759104
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getJacobianEvaluations:154, 0.9985994397759104
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:386, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:385, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:406, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:405, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:384, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:402, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:403, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:404, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:375, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:400, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:399, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:379, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:378, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:398, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:397, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:377, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:376, 0.9916550764951322
org.apache.commons.math.linear.LUDecompositionImpl$Solver:solve:374, 0.9916550764951322
