CodeElement, SuspiciousScore
com.google.javascript.jscomp.CodeConsumer#addNumber(double):242, 5.9207412594538145
com.google.javascript.jscomp.CodeConsumer#addNumber(double):243, 5.9207412594538145
com.google.javascript.jscomp.CodeConsumer#addNumber(double):244, 5.9207412594538145
com.google.javascript.jscomp.CodeConsumer#addNumber(double):245, 5.9207412594538145
com.google.javascript.jscomp.CodeConsumer#addNumber(double):251, 5.9207412594538145
com.google.javascript.jscomp.CodeConsumer#addNumber(double):254, 5.9207412594538145
com.google.javascript.jscomp.CodeConsumer#addNumber(double):256, 5.9207412594538145
com.google.javascript.jscomp.CodeConsumer#addNumber(double):236, 5.920741180179652
com.google.javascript.jscomp.CodeConsumer#addNumber(double):237, 5.920741180179652
com.google.javascript.jscomp.CodeConsumer#addNumber(double):241, 5.920741180179652
com.google.javascript.jscomp.CodeConsumer#addNumber(double):260, 5.920741180179652
com.google.javascript.jscomp.CodeConsumer#addNumber(double):238, 5.92049
com.google.javascript.jscomp.CodeConsumer#addNumber(double):246, 5.92049
com.google.javascript.jscomp.CodeConsumer#addNumber(double):247, 5.92049
com.google.javascript.jscomp.CodeConsumer#addNumber(double):248, 5.92049
com.google.javascript.jscomp.CodeConsumer#addNumber(double):252, 5.92049
com.google.javascript.jscomp.CodeConsumer#addNumber(double):257, 5.92049
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):945, 5.323166666666667
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):946, 5.323166666666667
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):942, 5.321935606841869
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):943, 5.321935606841869
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):944, 5.321935606841869
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):948, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):952, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):954, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):958, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):959, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):960, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):963, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):970, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):971, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):972, 5.3215
com.google.javascript.jscomp.parsing.IRFactory.TransformDispatcher#processUnaryExpression(com.google.javascript.jscomp.mozilla.rhino.ast.UnaryExpression):974, 5.3215
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1331, 5.0257939787960035
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1327, 5.025790879470777
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1328, 5.025790879470777
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1330, 5.025790879470777
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1333, 5.025790879470777
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1334, 5.025790879470777
com.google.javascript.jscomp.CodePrinter.Builder#setLineLengthThreshold(int):539, 4.9322615490481665
com.google.javascript.jscomp.CodePrinter.Builder#setLineLengthThreshold(int):540, 4.9322615490481665
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):129, 4.923776862125263
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):118, 4.9237767031776105
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):119, 4.9237767031776105
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):121, 4.9237767031776105
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):122, 4.92346
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):123, 4.92346
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):124, 4.92346
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):125, 4.92346
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):127, 4.92346
com.google.javascript.jscomp.ComposeWarningsGuard#disables(com.google.javascript.jscomp.DiagnosticGroup):132, 4.92346
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):118, 4.891301588476425
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):119, 4.891301588476425
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):120, 4.891301588476425
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):122, 4.89099
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):123, 4.89099
com.google.javascript.jscomp.CodePrinter.Builder#setPrettyPrint(boolean):510, 4.879270029672767
com.google.javascript.jscomp.CodePrinter.Builder#setPrettyPrint(boolean):511, 4.879270029672767
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):229, 4.74150775826171
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):217, 4.74150622937707
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):204, 4.741506153860662
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):206, 4.741506153860662
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):207, 4.741506153860662
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):209, 4.741506153860662
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):213, 4.741506153860662
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):223, 4.741506153860662
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):228, 4.741506153860662
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):231, 4.741506153860662
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):212, 4.74131
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):216, 4.74131
com.google.javascript.jscomp.CodeConsumer#addOp(java.lang.String,boolean):219, 4.74131
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):225, 4.7177814977274135
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):226, 4.7177814977274135
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):227, 4.7177814977274135
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):202, 4.717765375576579
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):205, 4.717765375576579
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):194, 4.717765245282865
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):195, 4.717765245282865
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):196, 4.717765245282865
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):197, 4.717765245282865
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):384, 4.717748948940492
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):179, 4.717747494114145
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):180, 4.717747494114145
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):181, 4.717747494114145
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):191, 4.7177055466917555
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):394, 4.717703683368573
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):380, 4.717700152695483
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):383, 4.717700152695483
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):387, 4.717700152695483
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):393, 4.717700152695483
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):365, 4.717699931446489
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):368, 4.717699931446489
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):369, 4.717699931446489
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):373, 4.717699931446489
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):379, 4.717699931446489
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):397, 4.717699931446489
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):86, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):90, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):91, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):92, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):93, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):94, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):97, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):125, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):127, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):734, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):735, 4.717699857888396
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):87, 4.71753
