CodeElement, SuspiciousScore
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(double,double):66, 4.965761067811865
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double):72, 4.72407
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):79, 4.46159
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):80, 4.46159
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):85, 4.46159
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):86, 4.46159
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):87, 4.46159
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):88, 4.46159
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):89, 4.45659
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):91, 4.45659
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):93, 4.45659
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):96, 4.45659
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):99, 4.45659
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):100, 4.45659
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):101, 4.45659
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):102, 4.45659
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):104, 4.45659
org.apache.commons.math.analysis.solvers.BisectionSolver#solve(org.apache.commons.math.analysis.UnivariateRealFunction,double,double):107, 4.45659
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils#midpoint(double,double):223, 3.1546396447300924
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl#verifyInterval(double,double):208, 2.9922332193289023
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl#verifyInterval(double,double):213, 2.9922332193289023
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl#verifyInterval(double,double):209, 2.99143
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl#clearResult():165, 2.56604818892968
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl#clearResult():166, 2.56604818892968
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl#clearResult():167, 2.56604818892968
