CodeElement, SuspiciousScore
org.joda.time.field.ZeroIsMaxDateTimeField#getMaximumValue(org.joda.time.ReadablePartial,int[]):178, 13.4769
org.joda.time.field.ZeroIsMaxDateTimeField#getMaximumValue():148, 12.019062277660169
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):447, 11.98048248290464
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):448, 11.98048248290464
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):449, 11.98048248290464
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):445, 11.980179644730093
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):446, 11.978636067977499
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):443, 11.978582178902359
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):444, 11.978582178902359
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):439, 11.97844124145232
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):440, 11.97844124145232
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):441, 11.97844124145232
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):442, 11.97844124145232
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):432, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):433, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):436, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):437, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):438, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):456, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):457, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):458, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):459, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):460, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):461, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):464, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):465, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):466, 11.9784
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):430, 11.9783245008973
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):431, 11.9783245008973
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):427, 11.978289822365046
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):428, 11.9764
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):450, 11.9764
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):468, 11.9764
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):469, 11.9764
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):471, 11.9764
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):472, 11.9764
org.joda.time.Partial#with(org.joda.time.DateTimeFieldType,int):473, 11.9764
org.joda.time.base.AbstractPartial#indexOf(org.joda.time.DateTimeFieldType):175, 11.814186781658194
org.joda.time.base.AbstractPartial#indexOf(org.joda.time.DateTimeFieldType):170, 11.813695048046858
org.joda.time.base.AbstractPartial#indexOf(org.joda.time.DateTimeFieldType):171, 11.813695048046858
org.joda.time.base.AbstractPartial#indexOf(org.joda.time.DateTimeFieldType):172, 11.813
org.joda.time.field.ZeroIsMaxDateTimeField#getMinimumValue():111, 11.8204
org.joda.time.field.ZeroIsMaxDateTimeField#getMinimumValue(org.joda.time.ReadablePartial,int[]):138, 11.8204
org.joda.time.field.BaseDurationField#compareTo(org.joda.time.DurationField):150, 11.412114213562374
org.joda.time.field.BaseDurationField#compareTo(org.joda.time.DurationField):155, 11.411191473187182
org.joda.time.field.BaseDurationField#compareTo(org.joda.time.DurationField):146, 11.411184501583111
org.joda.time.field.BaseDurationField#compareTo(org.joda.time.DurationField):147, 11.411184501583111
org.joda.time.field.BaseDurationField#compareTo(org.joda.time.DurationField):149, 11.411184501583111
org.joda.time.field.BaseDurationField#compareTo(org.joda.time.DurationField):152, 11.411184501583111
org.joda.time.field.BaseDurationField#compareTo(org.joda.time.DurationField):153, 11.4107
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):514, 11.338586751345947
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):520, 11.33606539204762
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):516, 11.336058979079308
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):480, 11.335989399540086
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):482, 11.335989399540086
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):484, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):486, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):488, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):490, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):492, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):494, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):496, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):498, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):500, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):502, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):504, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):506, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):508, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):510, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):512, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):518, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):522, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):524, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):526, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):528, 11.3357
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getField(org.joda.time.Chronology):531, 11.3357
org.joda.time.chrono.AssembledChronology#clockhourOfDay():200, 11.319072234688424
org.joda.time.Partial#getFieldType(int):344, 11.263239181358296
org.joda.time.Partial#getChronology():321, 11.242498086884467
org.joda.time.Partial#size():309, 11.241095557284176
org.joda.time.DateTimeFieldType#clockhourOfDay():227, 11.240272132593164
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):213, 11.222507908508224
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):199, 11.222507569572969
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):200, 11.222507569572969
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):201, 11.222507569572969
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):202, 11.222507569572969
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):207, 11.222507569572969
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):192, 11.222507231481186
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):183, 11.222506557814091
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):184, 11.222506557814091
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):185, 11.222506557814091
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):186, 11.222506557814091
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):187, 11.222506557814091
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):188, 11.2221
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):193, 11.2221
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):203, 11.2221
org.joda.time.chrono.BaseChronology#validate(org.joda.time.ReadablePartial,int[]):208, 11.2221
org.joda.time.base.AbstractPartial#getField(int):105, 11.126095593886065
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getDurationType():452, 11.018072158099956
org.joda.time.Partial#getField(int,org.joda.time.Chronology):333, 11.001108452083454
org.joda.time.chrono.AssembledChronology#days():220, 10.955472234688424
org.joda.time.field.BaseDateTimeField#getMinimumValue(org.joda.time.ReadablePartial,int[]):772, 10.719207231481187
org.joda.time.field.BaseDateTimeField#getMinimumValue(org.joda.time.ReadablePartial):758, 10.713707231481187
org.joda.time.field.PreciseDurationField#getUnitMillis():63, 10.647572030679246
org.joda.time.field.DecoratedDateTimeField#getWrappedField():71, 10.571872158099957
org.joda.time.DateTimeFieldType.StandardDateTimeFieldType#getRangeDurationType():457, 10.518628571428572
