CodeElement, SuspiciousScore
org.mockito.internal.creation.DelegatingMethod#equals(java.lang.Object):55, 5.690243977794943
org.mockito.internal.util.MockUtil#isSpy(java.lang.Object):69, 2.3669025628222014
org.mockito.internal.configuration.injection.scanner.MockScanner#isMockOrSpy(java.lang.Object):86, 2.353661510785688
org.mockito.internal.configuration.injection.scanner.MockScanner#isMockOrSpy(java.lang.Object):87, 2.353661510785688
org.mockito.internal.util.reflection.FieldReader#read():29, 2.343331518808384
org.mockito.internal.util.reflection.FieldReader#read():30, 2.34296
org.mockito.internal.util.reflection.FieldReader#read():31, 2.34296
org.mockito.MockitoAnnotations#processAnnotationDeprecatedWay(org.mockito.configuration.AnnotationEngine,java.lang.Object,java.lang.reflect.Field):135, 2.265165227257198
org.mockito.MockitoAnnotations#processAnnotationDeprecatedWay(org.mockito.configuration.AnnotationEngine,java.lang.Object,java.lang.reflect.Field):121, 2.265164831656395
org.mockito.MockitoAnnotations#processAnnotationDeprecatedWay(org.mockito.configuration.AnnotationEngine,java.lang.Object,java.lang.reflect.Field):122, 2.265164831656395
org.mockito.MockitoAnnotations#processAnnotationDeprecatedWay(org.mockito.configuration.AnnotationEngine,java.lang.Object,java.lang.reflect.Field):123, 2.26479
org.mockito.MockitoAnnotations#processAnnotationDeprecatedWay(org.mockito.configuration.AnnotationEngine,java.lang.Object,java.lang.reflect.Field):124, 2.26479
org.mockito.MockitoAnnotations#processAnnotationDeprecatedWay(org.mockito.configuration.AnnotationEngine,java.lang.Object,java.lang.reflect.Field):125, 2.26479
org.mockito.MockitoAnnotations#processAnnotationDeprecatedWay(org.mockito.configuration.AnnotationEngine,java.lang.Object,java.lang.reflect.Field):126, 2.26479
org.mockito.MockitoAnnotations#processAnnotationDeprecatedWay(org.mockito.configuration.AnnotationEngine,java.lang.Object,java.lang.reflect.Field):128, 2.26479
org.mockito.MockitoAnnotations#processAnnotationDeprecatedWay(org.mockito.configuration.AnnotationEngine,java.lang.Object,java.lang.reflect.Field):132, 2.26479
