CodeElement, SuspiciousScore
org.mockito.internal.invocation.Invocation:callRealMethod:202, 1.9638854296388544
org.mockito.Mockito:mock:731, 1.5392278953922789
org.mockito.internal.util.MockName:toInstanceName:26, 1.4856787048567872
org.mockito.internal.util.MockName:toInstanceName:28, 1.4856787048567872
org.mockito.internal.util.MockName:<init>:19, 1.4856787048567872
org.mockito.internal.util.MockName:<init>:18, 1.4856787048567872
org.mockito.internal.invocation.Invocation:expandVarArgs:58, 1.3599003735990038
org.mockito.internal.creation.jmock.ClassImposterizer:createProxyClass:78, 1.3412204234122043
org.mockito.internal.creation.jmock.ClassImposterizer:createProxyClass:79, 1.3412204234122043
org.mockito.internal.creation.jmock.ClassImposterizer:prepend:119, 1.3412204234122043
org.mockito.internal.creation.jmock.ClassImposterizer:prepend:118, 1.3412204234122043
org.mockito.internal.creation.jmock.ClassImposterizer:prepend:117, 1.3412204234122043
org.mockito.internal.creation.jmock.ClassImposterizer:prepend:120, 1.3412204234122043
org.mockito.internal.invocation.Invocation:<init>:51, 1.3125778331257782
org.mockito.internal.invocation.Invocation:<init>:50, 1.3125778331257782
org.mockito.internal.invocation.Invocation:<init>:49, 1.3125778331257782
org.mockito.internal.invocation.Invocation:<init>:48, 1.3125778331257782
org.mockito.internal.invocation.Invocation:<init>:52, 1.3125778331257782
org.mockito.internal.invocation.Invocation:<init>:46, 1.3125778331257782
org.mockito.internal.invocation.Invocation:<init>:47, 1.3125778331257782
org.mockito.internal.invocation.Invocation:<init>:44, 1.3125778331257782
org.mockito.internal.invocation.Invocation:<init>:45, 1.3125778331257782
org.mockito.internal.invocation.Invocation:expandVarArgs:57, 1.3125778331257782
org.mockito.internal.invocation.SerializableMockitoMethod:isVarArgs:44, 1.311332503113325
org.mockito.internal.invocation.SerializableMockitoMethod:<init>:25, 1.3013698630136985
org.mockito.internal.invocation.SerializableMockitoMethod:<init>:24, 1.3013698630136985
org.mockito.internal.invocation.SerializableMockitoMethod:<init>:19, 1.3013698630136985
org.mockito.internal.invocation.SerializableMockitoMethod:<init>:18, 1.3013698630136985
org.mockito.internal.invocation.SerializableMockitoMethod:<init>:21, 1.3013698630136985
org.mockito.internal.invocation.SerializableMockitoMethod:<init>:20, 1.3013698630136985
org.mockito.internal.invocation.SerializableMockitoMethod:<init>:23, 1.3013698630136985
org.mockito.internal.invocation.SerializableMockitoMethod:<init>:22, 1.3013698630136985
org.mockito.internal.debugging.Location:<init>:26, 1.2826899128268991
org.mockito.internal.debugging.Location:<init>:17, 1.2826899128268991
org.mockito.internal.debugging.Location:<init>:18, 1.2826899128268991
org.mockito.internal.debugging.Location:<init>:28, 1.2814445828144458
org.mockito.internal.debugging.Location:<init>:21, 1.2814445828144458
org.mockito.internal.debugging.Location:<init>:20, 1.2814445828144458
org.mockito.internal.debugging.Location:<init>:23, 1.2814445828144458
org.mockito.internal.debugging.Location:<init>:22, 1.2814445828144458
org.mockito.internal.exceptions.base.StackTraceFilter:filter:47, 1.2752179327521793
org.mockito.internal.util.CreationValidator:validateMockedType:33, 1.273972602739726
org.mockito.Mockito:mock:835, 1.2727272727272727
org.mockito.internal.exceptions.base.StackTraceFilter:filter:39, 1.270236612702366
org.mockito.internal.exceptions.base.StackTraceFilter:filter:38, 1.270236612702366
org.mockito.internal.exceptions.base.StackTraceFilter:filter:37, 1.270236612702366
org.mockito.internal.exceptions.base.StackTraceFilter:filter:35, 1.2689912826899128
org.mockito.internal.exceptions.base.StackTraceFilter:isBad:19, 1.2689912826899128
org.mockito.internal.exceptions.base.StackTraceFilter:isBad:17, 1.2689912826899128
org.mockito.internal.exceptions.base.StackTraceFilter:isBad:16, 1.2689912826899128
