CodeElement, SuspiciousScore
org.apache.commons.math.util.MathUtils#lcm(int,int):710, 2.6608310678118654
org.apache.commons.math.util.MathUtils#lcm(int,int):711, 2.6608310678118654
org.apache.commons.math.util.MathUtils#lcm(int,int):713, 2.6608310678118654
org.apache.commons.math.util.MathUtils#lcm(int,int):714, 2.6608310678118654
org.apache.commons.math.util.MathUtils#gcd(int,int):560, 2.3800061286571945
org.apache.commons.math.util.MathUtils#gcd(int,int):561, 2.3800061286571945
org.apache.commons.math.util.MathUtils#gcd(int,int):562, 2.3800061286571945
org.apache.commons.math.util.MathUtils#gcd(int,int):578, 2.3794428424925176
org.apache.commons.math.util.MathUtils#gcd(int,int):540, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):541, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):542, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):550, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):551, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):553, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):554, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):557, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):558, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):564, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):571, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):577, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):581, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):582, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):584, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):587, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):590, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):591, 2.3791907149208504
org.apache.commons.math.util.MathUtils#gcd(int,int):543, 2.378316585811582
org.apache.commons.math.util.MathUtils#gcd(int,int):565, 2.37738
org.apache.commons.math.util.MathUtils#mulAndCheck(int,int):748, 1.4590330643285971
org.apache.commons.math.util.MathUtils#mulAndCheck(int,int):749, 1.4590330643285971
org.apache.commons.math.util.MathUtils#mulAndCheck(int,int):752, 1.4590330643285971
org.apache.commons.math.util.MathUtils#mulAndCheck(int,int):750, 1.45772
