CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.mockito.internal.handler.MockHandlerFactory:<init>:13, 928, 2, 1194, 4
org.mockito.internal.verification.RegisteredInvocations:getAll:43, 363, 0, 1194, 4
org.mockito.internal.handler.InvocationNotifierHandler:notifyMethodCall:49, 594, 0, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:25, 620, 0, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:24, 620, 0, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:19, 620, 0, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:21, 620, 0, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:20, 620, 0, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:23, 620, 0, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:22, 620, 0, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:68, 1096, 3, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:55, 1096, 3, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:65, 1096, 3, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:66, 1096, 3, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:67, 1096, 3, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:59, 1096, 3, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:58, 1096, 3, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:56, 1096, 3, 1194, 4
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:50, 1089, 3, 1194, 4
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:49, 1089, 3, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:26, 158, 0, 1194, 4
org.mockito.internal.invocation.ArgumentsComparator:<init>:15, 493, 0, 1194, 4
org.mockito.internal.configuration.SpyAnnotationEngine:<init>:39, 1089, 3, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:31, 620, 0, 1194, 4
org.mockito.internal.invocation.InvocationMatcher:getMethod:42, 327, 0, 1194, 4
org.mockito.internal.debugging.LocationImpl:<init>:25, 767, 2, 1194, 4
org.mockito.internal.debugging.LocationImpl:<init>:24, 767, 2, 1194, 4
org.mockito.internal.debugging.LocationImpl:<init>:23, 767, 2, 1194, 4
org.mockito.internal.debugging.LocationImpl:<init>:22, 767, 2, 1194, 4
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:135, 879, 2, 1194, 4
org.mockito.internal.util.reflection.AccessibilityChanger:<clinit>:9, 1, 0, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:handleSpyAnnotation:87, 1088, 3, 1194, 4
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:handleSpyAnnotation:86, 1088, 3, 1194, 4
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter:<init>:17, 1090, 3, 1194, 4
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter:<init>:16, 1090, 3, 1194, 4
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter:<init>:18, 1090, 3, 1194, 4
org.mockito.internal.util.MockCreationValidator:validateMockedType:39, 932, 2, 1194, 4
org.mockito.internal.handler.InvocationNotifierHandler:notifyMethodCall:56, 594, 0, 1194, 4
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:32, 620, 0, 1194, 4
org.mockito.internal.stubbing.InvocationContainerImpl:getInvocations:117, 362, 0, 1194, 4
org.mockito.internal.util.Primitives:isPrimitiveWrapper:21, 508, 1, 1194, 4
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:128, 468, 0, 1194, 4
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:126, 468, 0, 1194, 4
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:125, 468, 0, 1194, 4
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:132, 468, 0, 1194, 4
org.mockito.internal.invocation.ArgumentsComparator:argumentsMatch:25, 472, 0, 1194, 4
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:138, 1095, 3, 1194, 4
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:122, 881, 2, 1194, 4
org.mockito.internal.util.MockCreationValidator:validateMockedType:40, 892, 2, 1194, 4
org.mockito.internal.creation.jmock.ClassImposterizer:canImposterise:52, 932, 2, 1194, 4
org.mockito.internal.util.MockUtil:<init>:19, 1104, 3, 1194, 4
org.mockito.internal.configuration.DefaultAnnotationEngine:throwIfAlreadyAssigned:82, 467, 0, 1194, 4
org.mockito.internal.creation.DelegatingMethod:getJavaMethod:25, 602, 0, 1194, 4
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:137, 548, 0, 1194, 4
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:136, 548, 0, 1194, 4
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod:<init>:17, 620, 0, 1194, 4
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod:<init>:19, 620, 0, 1194, 4
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod:<init>:18, 620, 0, 1194, 4
org.mockito.internal.creation.DelegatingMethod:getReturnType:37, 556, 2, 1194, 4
org.mockito.internal.invocation.MatchersBinder:bindMatchers:24, 620, 0, 1194, 4
org.mockito.internal.invocation.MatchersBinder:bindMatchers:27, 620, 0, 1194, 4
org.mockito.internal.invocation.MatchersBinder:bindMatchers:26, 620, 0, 1194, 4
org.mockito.internal.invocation.MatchersBinder:bindMatchers:23, 620, 0, 1194, 4
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:124, 487, 0, 1194, 4
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:123, 487, 0, 1194, 4
