CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.mockito.internal.handler.MockHandlerFactory:<init>:13, 1037, 7, 1351, 7
org.mockito.internal.handler.InvocationNotifierHandler:notifyMethodCall:49, 662, 7, 1351, 7
org.mockito.internal.creation.cglib.ClassImposterizer:createProxyClass:102, 1043, 7, 1351, 7
org.mockito.internal.creation.cglib.ClassImposterizer:createProxyClass:103, 1043, 7, 1351, 7
org.mockito.internal.creation.cglib.ClassImposterizer:createProxyClass:95, 1043, 7, 1351, 7
org.mockito.internal.creation.cglib.ClassImposterizer:createProxyClass:104, 1043, 7, 1351, 7
org.mockito.internal.creation.cglib.ClassImposterizer:createProxyClass:105, 1043, 7, 1351, 7
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:68, 1174, 7, 1351, 7
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:55, 1174, 7, 1351, 7
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:65, 1174, 7, 1351, 7
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:66, 1174, 7, 1351, 7
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:67, 1174, 7, 1351, 7
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:59, 1174, 7, 1351, 7
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:58, 1174, 7, 1351, 7
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:56, 1174, 7, 1351, 7
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:49, 1203, 7, 1351, 7
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:48, 1203, 7, 1351, 7
org.mockito.internal.invocation.ArgumentsComparator:<init>:15, 529, 7, 1351, 7
org.mockito.internal.configuration.SpyAnnotationEngine:<init>:40, 1167, 7, 1351, 7
org.mockito.internal.invocation.InvocationMatcher:getMethod:45, 340, 0, 1351, 7
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:135, 953, 7, 1351, 7
org.mockito.internal.util.reflection.AccessibilityChanger:<clinit>:9, 1, 0, 1351, 7
org.mockito.internal.creation.cglib.ClassImposterizer:createProxyClass:106, 861, 7, 1351, 7
org.mockito.internal.creation.cglib.ClassImposterizer:createProxyClass:107, 861, 7, 1351, 7
