CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.mockito.internal.handler.MockHandlerFactory:<init>:13, 990, 1, 1295, 1
org.mockito.internal.handler.InvocationNotifierHandler:notifyMethodCall:49, 634, 1, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:25, 660, 1, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:24, 660, 1, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:19, 660, 1, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:21, 660, 1, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:20, 660, 1, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:23, 660, 1, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:22, 660, 1, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:68, 1135, 0, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:55, 1135, 0, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:65, 1135, 0, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:66, 1135, 0, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:67, 1135, 0, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:59, 1135, 0, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:58, 1135, 0, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:56, 1135, 0, 1295, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:50, 1141, 1, 1295, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:49, 1141, 1, 1295, 1
org.mockito.internal.invocation.ArgumentsComparator:<init>:15, 523, 1, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:26, 168, 1, 1295, 1
org.mockito.internal.configuration.SpyAnnotationEngine:<init>:39, 1128, 0, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:31, 660, 1, 1295, 1
org.mockito.internal.invocation.InvocationMatcher:getMethod:45, 339, 0, 1295, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:135, 922, 0, 1295, 1
org.mockito.internal.util.reflection.AccessibilityChanger:<clinit>:9, 1, 0, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:handleSpyAnnotation:87, 1127, 0, 1295, 1
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:handleSpyAnnotation:86, 1127, 0, 1295, 1
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter:<init>:17, 1129, 0, 1295, 1
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter:<init>:16, 1129, 0, 1295, 1
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter:<init>:18, 1129, 0, 1295, 1
org.mockito.internal.util.MockCreationValidator:validateMockedType:37, 995, 1, 1295, 1
org.mockito.internal.handler.InvocationNotifierHandler:notifyMethodCall:56, 634, 1, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:32, 660, 1, 1295, 1
org.mockito.internal.stubbing.InvocationContainerImpl:getInvocations:121, 377, 0, 1295, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:128, 505, 0, 1295, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:126, 505, 0, 1295, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:125, 505, 0, 1295, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:132, 505, 0, 1295, 1
org.mockito.internal.invocation.ArgumentsComparator:argumentsMatch:25, 499, 1, 1295, 1
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:138, 1134, 0, 1295, 1
org.mockito.internal.handler.MockHandlerImpl:createVerificationData:127, 331, 0, 1295, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:122, 924, 0, 1295, 1
org.mockito.internal.util.MockCreationValidator:validateMockedType:38, 955, 1, 1295, 1
org.mockito.internal.util.MockUtil:<init>:21, 1207, 1, 1295, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:throwIfAlreadyAssigned:82, 504, 0, 1295, 1
org.mockito.internal.creation.DelegatingMethod:getJavaMethod:25, 626, 1, 1295, 1
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:137, 585, 0, 1295, 1
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:136, 585, 0, 1295, 1
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod:<init>:17, 660, 1, 1295, 1
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod:<init>:19, 660, 1, 1295, 1
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod:<init>:18, 660, 1, 1295, 1
org.mockito.internal.creation.DelegatingMethod:getReturnType:37, 584, 0, 1295, 1
org.mockito.internal.invocation.MatchersBinder:bindMatchers:24, 660, 1, 1295, 1
org.mockito.internal.invocation.MatchersBinder:bindMatchers:27, 660, 1, 1295, 1
org.mockito.internal.invocation.MatchersBinder:bindMatchers:26, 660, 1, 1295, 1
org.mockito.internal.invocation.MatchersBinder:bindMatchers:23, 660, 1, 1295, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:124, 524, 0, 1295, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:123, 524, 0, 1295, 1
org.mockito.configuration.DefaultMockitoConfiguration:getDefaultAnswer:32, 524, 0, 1295, 1
org.mockito.internal.handler.MockHandlerImpl:createVerificationData:123, 332, 0, 1295, 1
org.mockito.internal.util.ObjectMethodsGuru:isCompareToMethod:39, 533, 0, 1295, 1
org.mockito.internal.util.collections.HashCodeAndEqualsMockWrapper:hashCode:51, 591, 0, 1295, 1
org.mockito.internal.creation.settings.CreationSettings:getTypeToMock:51, 990, 1, 1295, 1
org.mockito.internal.invocation.ArgumentsComparator:argumentsMatch:22, 523, 1, 1295, 1
org.mockito.internal.invocation.ArgumentsComparator:argumentsMatch:30, 464, 1, 1295, 1
org.mockito.internal.debugging.LocationImpl:<init>:19, 810, 1, 1295, 1
org.mockito.internal.debugging.LocationImpl:<init>:20, 810, 1, 1295, 1
org.mockito.internal.progress.HandyReturnValues:returnFor:40, 190, 0, 1295, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:throwIfAlreadyAssigned:85, 504, 0, 1295, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:121, 924, 0, 1295, 1
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:135, 585, 0, 1295, 1
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:134, 1134, 0, 1295, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:21, 661, 1, 1295, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:23, 661, 1, 1295, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:22, 661, 1, 1295, 1
org.mockito.internal.verification.AtLeast:verify:38, 12, 0, 1295, 1
org.mockito.internal.creation.cglib.CGLIBHacker:<init>:13, 990, 1, 1295, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:19, 660, 1, 1295, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:18, 660, 1, 1295, 1
org.mockito.internal.verification.AtLeast:verify:34, 16, 0, 1295, 1
org.mockito.internal.verification.AtLeast:verify:35, 16, 0, 1295, 1
org.mockito.internal.verification.AtLeast:verify:37, 16, 0, 1295, 1
org.mockito.internal.verification.VerificationModeFactory:atLeastOnce:13, 45, 0, 1295, 1
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:133, 1134, 0, 1295, 1
org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet:asWrappedMocks:132, 1134, 0, 1295, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:reportOngoingStubbing:29, 629, 1, 1295, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:reportOngoingStubbing:30, 629, 1, 1295, 1
org.mockito.internal.creation.CglibMockMaker:getHandler:46, 593, 1, 1295, 1
org.mockito.internal.creation.CglibMockMaker:getHandler:44, 593, 1, 1295, 1
org.mockito.internal.creation.CglibMockMaker:getHandler:45, 593, 1, 1295, 1
org.mockito.internal.verification.AtLeast:<init>:31, 54, 0, 1295, 1
org.mockito.internal.verification.AtLeast:<init>:30, 54, 0, 1295, 1
org.mockito.internal.creation.jmock.ClassImposterizer$3:filterConstructors:94, 119, 1, 1295, 1
org.mockito.internal.progress.MockingProgressImpl:validateState:69, 1142, 1, 1295, 1
org.mockito.internal.progress.MockingProgressImpl:validateState:72, 1142, 1, 1295, 1
org.mockito.internal.verification.AtLeast:verify:40, 13, 0, 1295, 1
