CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.mockito.internal.handler.MockHandlerFactory:<init>:13, 988, 2, 1293, 2
org.mockito.internal.handler.InvocationNotifierHandler:notifyMethodCall:49, 632, 2, 1293, 2
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:25, 658, 2, 1293, 2
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:24, 658, 2, 1293, 2
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:19, 658, 2, 1293, 2
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:21, 658, 2, 1293, 2
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:20, 658, 2, 1293, 2
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:23, 658, 2, 1293, 2
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:22, 658, 2, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:68, 1133, 2, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:55, 1133, 2, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:65, 1133, 2, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:66, 1133, 2, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:67, 1133, 2, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:59, 1133, 2, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:58, 1133, 2, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:<init>:56, 1133, 2, 1293, 2
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:50, 1139, 2, 1293, 2
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:49, 1139, 2, 1293, 2
org.mockito.internal.invocation.ArgumentsComparator:<init>:15, 523, 0, 1293, 2
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:26, 168, 0, 1293, 2
org.mockito.internal.configuration.SpyAnnotationEngine:<init>:39, 1126, 2, 1293, 2
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:31, 658, 2, 1293, 2
org.mockito.internal.invocation.InvocationMatcher:getMethod:45, 339, 0, 1293, 2
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:135, 921, 1, 1293, 2
org.mockito.internal.util.reflection.AccessibilityChanger:<clinit>:9, 1, 0, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:handleSpyAnnotation:87, 1125, 2, 1293, 2
org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection:handleSpyAnnotation:86, 1125, 2, 1293, 2
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter:<init>:17, 1127, 2, 1293, 2
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter:<init>:16, 1127, 2, 1293, 2
org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter:<init>:18, 1127, 2, 1293, 2
