CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:25, 540, 0, 1001, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:24, 540, 0, 1001, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:19, 540, 0, 1001, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:21, 540, 0, 1001, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:20, 540, 0, 1001, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:23, 540, 0, 1001, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:22, 540, 0, 1001, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:53, 354, 0, 1001, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:49, 978, 1, 1001, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:48, 978, 1, 1001, 1
org.mockito.internal.invocation.ArgumentsComparator:<init>:14, 435, 0, 1001, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:26, 135, 0, 1001, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:54, 354, 0, 1001, 1
org.mockito.internal.configuration.SpyAnnotationEngine:<init>:20, 975, 1, 1001, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:31, 540, 0, 1001, 1
org.mockito.internal.invocation.InvocationMatcher:getMethod:41, 298, 0, 1001, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:131, 776, 0, 1001, 1
org.mockito.internal.util.reflection.AccessibilityChanger:<clinit>:9, 1, 0, 1001, 1
org.mockito.internal.util.MockCreationValidator:validateMockedType:36, 755, 0, 1001, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:61, 354, 0, 1001, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:60, 354, 0, 1001, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:32, 540, 0, 1001, 1
org.mockito.internal.stubbing.InvocationContainerImpl:getInvocations:114, 330, 0, 1001, 1
org.mockito.internal.util.Primitives:isPrimitiveWrapper:14, 339, 1, 1001, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:128, 356, 0, 1001, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:124, 356, 0, 1001, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:122, 356, 0, 1001, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:121, 356, 0, 1001, 1
org.mockito.internal.invocation.ArgumentsComparator:argumentsMatch:24, 417, 0, 1001, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:118, 778, 0, 1001, 1
org.mockito.internal.util.MockCreationValidator:validateMockedType:37, 715, 0, 1001, 1
org.mockito.internal.creation.jmock.ClassImposterizer:canImposterise:44, 757, 1, 1001, 1
org.mockito.internal.util.MockUtil:<init>:32, 360, 0, 1001, 1
