CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:25, 549, 1, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:24, 549, 1, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:19, 549, 1, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:21, 549, 1, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:20, 549, 1, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:23, 549, 1, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:22, 549, 1, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:53, 356, 1, 1006, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:49, 984, 1, 1006, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:validateState:48, 984, 1, 1006, 1
org.mockito.internal.invocation.ArgumentsComparator:<init>:14, 438, 1, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:26, 138, 0, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:54, 356, 1, 1006, 1
org.mockito.internal.configuration.SpyAnnotationEngine:<init>:20, 980, 1, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:31, 549, 1, 1006, 1
org.mockito.internal.invocation.InvocationMatcher:getMethod:41, 301, 1, 1006, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:131, 780, 1, 1006, 1
org.mockito.internal.util.reflection.AccessibilityChanger:<clinit>:9, 1, 0, 1006, 1
org.mockito.internal.util.MockCreationValidator:validateMockedType:36, 768, 1, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:61, 356, 1, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:60, 356, 1, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:setMockitoNamingPolicy:32, 549, 1, 1006, 1
org.mockito.internal.stubbing.InvocationContainerImpl:getInvocations:114, 333, 1, 1006, 1
org.mockito.internal.util.Primitives:isPrimitiveWrapper:14, 345, 1, 1006, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:128, 358, 1, 1006, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:124, 358, 1, 1006, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:122, 358, 1, 1006, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:121, 358, 1, 1006, 1
org.mockito.internal.invocation.ArgumentsComparator:argumentsMatch:24, 420, 1, 1006, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:118, 782, 1, 1006, 1
org.mockito.internal.util.MockCreationValidator:validateMockedType:37, 728, 1, 1006, 1
org.mockito.internal.creation.jmock.ClassImposterizer:canImposterise:44, 767, 1, 1006, 1
org.mockito.internal.util.MockUtil:<init>:32, 372, 0, 1006, 1
org.mockito.internal.util.MockUtil:<init>:31, 372, 0, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:throwIfAlreadyAssigned:101, 357, 1, 1006, 1
org.mockito.internal.creation.DelegatingMethod:getJavaMethod:25, 526, 1, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:50, 356, 1, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:processAnnotationOn:49, 356, 1, 1006, 1
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod:<init>:17, 549, 1, 1006, 1
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod:<init>:19, 549, 1, 1006, 1
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod:<init>:18, 549, 1, 1006, 1
org.mockito.internal.creation.DelegatingMethod:getReturnType:37, 533, 1, 1006, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:119, 373, 1, 1006, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:120, 373, 1, 1006, 1
org.mockito.configuration.DefaultMockitoConfiguration:getDefaultAnswer:32, 442, 1, 1006, 1
org.mockito.internal.util.ObjectMethodsGuru:isCompareToMethod:35, 458, 1, 1006, 1
org.mockito.internal.invocation.ArgumentsComparator:argumentsMatch:21, 438, 1, 1006, 1
org.mockito.internal.invocation.ArgumentsComparator:argumentsMatch:29, 386, 0, 1006, 1
org.mockito.internal.invocation.InvocationMatcher:hasSameMethod:103, 427, 1, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:throwIfAlreadyAssigned:104, 357, 1, 1006, 1
org.mockito.MockitoAnnotations:processAnnotationDeprecatedWay:117, 782, 1, 1006, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:21, 550, 1, 1006, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:23, 550, 1, 1006, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:22, 550, 1, 1006, 1
org.mockito.internal.verification.AtLeast:verify:37, 12, 0, 1006, 1
org.mockito.internal.creation.cglib.CGLIBHacker:<init>:13, 764, 1, 1006, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:19, 549, 1, 1006, 1
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod:<init>:18, 549, 1, 1006, 1
org.mockito.internal.verification.AtLeast:verify:34, 15, 0, 1006, 1
org.mockito.internal.verification.AtLeast:verify:33, 15, 0, 1006, 1
org.mockito.internal.verification.AtLeast:verify:36, 15, 0, 1006, 1
org.mockito.internal.verification.VerificationModeFactory:atLeastOnce:12, 44, 0, 1006, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:reportOngoingStubbing:29, 521, 1, 1006, 1
org.mockito.internal.progress.ThreadSafeMockingProgress:reportOngoingStubbing:28, 521, 1, 1006, 1
org.mockito.internal.verification.AtLeast:<init>:29, 49, 0, 1006, 1
org.mockito.internal.verification.AtLeast:<init>:30, 49, 0, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:createMockFor:36, 356, 1, 1006, 1
org.mockito.internal.creation.jmock.ClassImposterizer$3:filterConstructors:73, 89, 0, 1006, 1
org.mockito.internal.progress.MockingProgressImpl:validateState:70, 984, 1, 1006, 1
org.mockito.internal.progress.MockingProgressImpl:validateState:67, 984, 1, 1006, 1
org.mockito.internal.verification.AtLeast:verify:40, 12, 0, 1006, 1
org.mockito.internal.verification.AtLeast:verify:39, 12, 0, 1006, 1
org.mockito.internal.configuration.DefaultAnnotationEngine:createMockFor:35, 374, 1, 1006, 1
org.mockito.internal.invocation.InvocationMatcher:hasSameMethod:95, 439, 1, 1006, 1
org.mockito.internal.invocation.InvocationMatcher:hasSameMethod:98, 439, 1, 1006, 1
org.mockito.internal.invocation.InvocationMatcher:hasSameMethod:96, 439, 1, 1006, 1
org.mockito.internal.progress.MockingProgressImpl:validateState:75, 984, 1, 1006, 1
org.mockito.internal.stubbing.InvocationContainerImpl:setInvocationForPotentialStubbing:38, 524, 1, 1006, 1
org.mockito.internal.stubbing.InvocationContainerImpl:setInvocationForPotentialStubbing:39, 524, 1, 1006, 1
