CodeElement, SuspiciousScore
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1051, 7.621669644730092
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1034, 7.618357780269725
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1045, 7.618357780269725
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1046, 7.618357780269725
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):996, 7.618357269313516
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):997, 7.618357269313516
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):993, 7.618345015755193
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):994, 7.618345015755193
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):995, 7.618345015755193
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1056, 7.618345015755193
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1057, 7.618345015755193
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):998, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):999, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1000, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1001, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1002, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1003, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1004, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1006, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1009, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1011, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1013, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1016, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1019, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1021, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1023, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1024, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1026, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1028, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1030, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1035, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1036, 7.61789
com.google.javascript.jscomp.CodeGenerator#strEscape(java.lang.String,char,java.lang.String,java.lang.String,java.lang.String,java.nio.charset.CharsetEncoder):1039, 7.61789
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1177, 6.066429644730092
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1187, 6.066429644730092
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1192, 6.066429644730092
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1182, 6.06265
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1183, 6.06265
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1184, 6.06265
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(int,java.lang.Appendable):1185, 6.06265
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):944, 5.27162298376984
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):959, 5.271610287308949
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):960, 5.271610287308949
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):961, 5.271610287308949
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):940, 5.2716098004898715
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):943, 5.2716098004898715
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):952, 5.2716098004898715
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):964, 5.2716098004898715
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):945, 5.27115
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):946, 5.27115
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):954, 5.27115
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):955, 5.27115
com.google.javascript.jscomp.CodeGenerator#jsString(java.lang.String,java.nio.charset.CharsetEncoder):956, 5.27115
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1160, 5.241409644730092
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1164, 5.241409644730092
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1165, 5.241409644730092
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1161, 5.23763
com.google.javascript.jscomp.CodeGenerator#appendHexJavaScriptRepresentation(java.lang.StringBuilder,char):1163, 5.23763
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1247, 5.043593764778227
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1243, 5.0435904179284545
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1244, 5.0435904179284545
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1246, 5.0435904179284545
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1249, 5.0435904179284545
com.google.javascript.jscomp.Compiler#parseTestCode(java.lang.String):1250, 5.0435904179284545
com.google.javascript.jscomp.CodePrinter.Builder#setLineLengthThreshold(int):539, 4.958147220301252
com.google.javascript.jscomp.CodePrinter.Builder#setLineLengthThreshold(int):540, 4.958147220301252
com.google.javascript.jscomp.CompilerOptions#disables(com.google.javascript.jscomp.DiagnosticGroup):933, 4.950343148302326
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):116, 4.928087034970084
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):117, 4.928087034970084
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):118, 4.928087034970084
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):120, 4.92776
com.google.javascript.jscomp.DiagnosticGroup#isSubGroup(com.google.javascript.jscomp.DiagnosticGroup):121, 4.92776
com.google.javascript.jscomp.CodePrinter.Builder#setPrettyPrint(boolean):510, 4.9004655466917555
com.google.javascript.jscomp.CodePrinter.Builder#setPrettyPrint(boolean):511, 4.9004655466917555
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):628, 4.842900775677584
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):634, 4.842900775677584
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):635, 4.842900775677584
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):199, 4.842682893083778
com.google.javascript.jscomp.CodeGenerator#add(com.google.javascript.rhino.Node,com.google.javascript.jscomp.CodeGenerator.Context):202, 4.842682893083778
