CodeElement, SuspiciousScore
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):607, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):608, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):610, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):611, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):618, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):619, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):622, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):623, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):626, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):627, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):628, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):629, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):631, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):632, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):634, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):635, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):636, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):638, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):639, 3.7527899999999996
org.apache.commons.lang.WordUtils#abbreviate(java.lang.String,int,int,java.lang.String):641, 3.7527899999999996
org.apache.commons.lang.StringUtils#indexOf(java.lang.String,java.lang.String,int):851, 3.7233810678118653
org.apache.commons.lang.StringUtils#indexOf(java.lang.String,java.lang.String,int):855, 3.7233810678118653
org.apache.commons.lang.StringUtils#indexOf(java.lang.String,java.lang.String,int):858, 3.7233810678118653
org.apache.commons.lang.StringUtils#indexOf(java.lang.String,java.lang.String,int):852, 3.71631
org.apache.commons.lang.StringUtils#indexOf(java.lang.String,java.lang.String,int):856, 3.71631
org.apache.commons.lang.StringUtils#defaultString(java.lang.String):5279, 3.10012
