CodeElement, SuspiciousScore
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1441, 4.018143502691896
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1444, 4.018143502691896
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1445, 4.018143502691896
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1446, 4.018143502691896
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1447, 4.018143502691896
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1448, 4.018143502691896
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1449, 4.018143502691896
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1452, 4.018143502691896
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1442, 4.01237
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,char[]):1456, 4.01237
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,java.lang.String):1487, 2.68173
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,java.lang.String):1490, 2.68173
org.apache.commons.lang3.StringUtils#containsAny(java.lang.CharSequence,java.lang.String):1488, 2.67673
org.apache.commons.lang3.ArrayUtils#isEmpty(char[]):3279, 1.0441214837167012
org.apache.commons.lang3.ArrayUtils#isEmpty(char[]):3282, 1.0441214837167012
org.apache.commons.lang3.ArrayUtils#isEmpty(char[]):3280, 1.04047
org.apache.commons.lang3.StringUtils#isEmpty(java.lang.CharSequence):194, 0.10288647115021353
