CodeElement, SuspiciousScore
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#toArray():222, 10.721771067811867
org.apache.commons.math3.geometry.euclidean.threed.Line#revert():87, 9.60932
org.apache.commons.math3.geometry.euclidean.threed.Line#revert():88, 9.60932
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#negate():374, 9.39764
org.apache.commons.math3.geometry.euclidean.threed.Line#reset(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.euclidean.threed.Vector3D):74, 9.2179945008973
org.apache.commons.math3.geometry.euclidean.threed.Line#reset(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.euclidean.threed.Vector3D):75, 9.2179945008973
org.apache.commons.math3.geometry.euclidean.threed.Line#reset(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.euclidean.threed.Vector3D):76, 9.2179945008973
org.apache.commons.math3.geometry.euclidean.threed.Line#reset(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.euclidean.threed.Vector3D):79, 9.2179945008973
org.apache.commons.math3.geometry.euclidean.threed.Line#reset(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.euclidean.threed.Vector3D):80, 9.2179945008973
org.apache.commons.math3.geometry.euclidean.threed.Line#reset(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.euclidean.threed.Vector3D):81, 9.2179945008973
org.apache.commons.math3.geometry.euclidean.threed.Line#reset(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.euclidean.threed.Vector3D):77, 9.21607
org.apache.commons.math3.geometry.euclidean.threed.Line#getDirection():95, 8.455742277660168
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#getNormSq():249, 8.355629822365046
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#dotProduct(org.apache.commons.math3.geometry.Vector):453, 8.173373375672973
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#dotProduct(org.apache.commons.math3.geometry.Vector):454, 8.173373375672973
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#subtract(org.apache.commons.math3.geometry.Vector):286, 8.165304419561549
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#subtract(org.apache.commons.math3.geometry.Vector):287, 8.165304419561549
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):866, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):867, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):868, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):869, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):870, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):871, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):874, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):875, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):878, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):879, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):880, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):881, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):882, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):883, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):886, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):887, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):890, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):891, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):892, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):896, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):898, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):904, 8.092050411471961
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double):901, 8.09088
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):946, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):947, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):948, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):949, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):950, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):951, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):954, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):955, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):958, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):959, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):960, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):961, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):962, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):963, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):966, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):967, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):970, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):971, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):972, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):973, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):974, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):975, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):978, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):979, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):982, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):983, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):984, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):987, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):988, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):989, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):993, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):995, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):1001, 8.088754700538379
org.apache.commons.math3.util.MathArrays#linearCombination(double,double,double,double,double,double):998, 8.0876
org.apache.commons.math3.util.FastMath#sqrt(double):379, 2.86121087854827
